subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-1053c9,A-69b156,12-10-2024,,Basic,14,266,3192,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-8eae4e,A-db5e9e,16-12-2024,,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-bf39f7,A-3793ee,24-01-2024,,Pro,49,2401,28812,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a4142f,A-a8b49c,14-10-2023,,Basic,7,133,1596,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e6dee4,A-029f69,11-11-2024,,Pro,3,147,1764,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b76ba6,A-d4ac0e,14-12-2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-5a94f7,A-328bd0,26-09-2023,,Pro,33,1617,19404,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-61afee,A-7df7a7,26-06-2023,,Enterprise,45,8955,107460,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-2a73e2,A-10b8f2,29-01-2024,,Basic,47,893,10716,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-e0075b,A-b3fe05,03-09-2024,,Enterprise,17,3383,40596,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5bbb53,A-1b7577,03-12-2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-65731a,A-684255,15-12-2024,26-12-2024,Basic,9,0,0,TRUE,FALSE,TRUE,TRUE,annual,TRUE
S-2d5c04,A-503d5a,27-03-2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-34253c,A-1b9609,02-12-2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-d18856,A-396e5f,05-10-2024,,Enterprise,6,1194,14328,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e6b450,A-eb1312,21-11-2024,,Pro,25,1225,14700,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0d8cfd,A-4ae22a,20-08-2024,,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-86e45a,A-56962b,23-09-2024,,Pro,163,7987,95844,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-dcae52,A-00cac8,29-10-2024,,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-17bbdd,A-bcbe98,18-11-2024,,Pro,46,2254,27048,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f24690,A-756192,18-11-2024,,Basic,19,361,4332,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-9a3e85,A-8ae3fc,06-08-2024,,Pro,21,1029,12348,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-1c2a4a,A-b7b7b7,29-12-2024,,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c37ee1,A-9174e0,08-12-2024,,Basic,60,1140,13680,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4ebd94,A-c62e55,07-03-2024,,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-61797c,A-ad296b,25-07-2024,,Basic,38,722,8664,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f8d0a2,A-a0ca4e,15-05-2024,,Basic,11,209,2508,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-d0eeb2,A-fce879,18-10-2024,,Pro,45,0,0,TRUE,FALSE,TRUE,FALSE,monthly,TRUE
S-10fc7d,A-cab532,14-10-2024,,Enterprise,11,2189,26268,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-c249fb,A-cc98bc,25-12-2023,,Basic,32,608,7296,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-c86492,A-c43359,18-11-2024,,Pro,38,1862,22344,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-1be7c5,A-80eeb6,15-07-2023,05-11-2024,Basic,34,646,7752,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-86bcda,A-4a4c2d,18-09-2024,,Basic,54,1026,12312,FALSE,TRUE,FALSE,FALSE,monthly,FALSE
S-ee956d,A-96bbc6,01-09-2024,,Pro,39,1911,22932,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-404132,A-39ddf4,20-12-2024,29-12-2024,Pro,40,1960,23520,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-4d5ab5,A-df1e44,08-08-2024,,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-e5d9a4,A-09316c,07-12-2024,,Enterprise,70,13930,167160,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-3684d3,A-7920cc,22-09-2024,,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-cce4fc,A-659280,28-11-2023,,Pro,13,637,7644,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-3cae45,A-c16101,18-10-2024,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-82b11e,A-0651a4,06-12-2024,,Basic,21,399,4788,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-23d18f,A-ad3abd,21-11-2023,04-02-2024,Basic,44,0,0,TRUE,FALSE,FALSE,TRUE,monthly,TRUE
S-652885,A-59f724,08-12-2024,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-2e7b85,A-328bd0,19-10-2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-48c5be,A-fa2041,05-12-2024,,Pro,39,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-277111,A-625d0b,14-10-2024,,Pro,9,441,5292,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-505f35,A-5a184f,02-12-2023,,Enterprise,22,4378,52536,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-70b655,A-ac85cd,16-08-2024,,Pro,53,2597,31164,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-4ac0bb,A-7c6b6b,25-12-2024,,Pro,28,1372,16464,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-4ea564,A-de58ca,09-08-2024,,Basic,15,285,3420,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-1a9c5c,A-c58f49,02-11-2024,,Basic,70,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-23dab0,A-65aeb5,30-09-2024,,Pro,9,441,5292,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d396d1,A-2edab2,05-03-2024,11-10-2024,Pro,17,833,9996,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-f1826f,A-4c6f11,30-03-2024,,Enterprise,24,4776,57312,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-1c3a42,A-f45426,14-09-2024,,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-27c00d,A-a6d261,08-06-2024,,Basic,48,912,10944,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-2e4018,A-7f8241,06-06-2023,,Enterprise,34,6766,81192,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-4da459,A-02cd81,29-12-2024,,Pro,44,2156,25872,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5879cf,A-a09355,02-09-2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-2e965d,A-00cac8,16-09-2023,,Pro,8,392,4704,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e0f238,A-463db0,09-12-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-752e61,A-e3bd71,24-03-2024,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-1a3d9c,A-684255,07-07-2024,,Pro,11,539,6468,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-525d6b,A-94f8c9,17-04-2024,29-05-2024,Enterprise,13,0,0,TRUE,FALSE,FALSE,TRUE,monthly,TRUE
S-a45a12,A-dcc3f1,27-12-2023,,Basic,21,399,4788,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-975ee4,A-a09355,18-11-2024,24-11-2024,Pro,14,686,8232,FALSE,FALSE,FALSE,TRUE,annual,FALSE
S-50c6f5,A-a6d261,26-04-2024,26-11-2024,Enterprise,103,20497,245964,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-150c8e,A-58b9ff,03-11-2024,,Pro,33,1617,19404,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-da2f0b,A-8145a0,10-08-2024,,Enterprise,12,2388,28656,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-2bc860,A-98a59a,10-11-2023,,Pro,56,2744,32928,FALSE,TRUE,FALSE,FALSE,monthly,FALSE
S-da9d5f,A-a33200,21-10-2024,,Basic,29,551,6612,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c7f2e5,A-34ea2f,09-11-2024,19-11-2024,Enterprise,21,4179,50148,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-eef92e,A-fdfc91,11-08-2024,,Pro,66,3234,38808,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-3947da,A-37f969,12-09-2024,,Enterprise,30,5970,71640,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-51590f,A-249769,17-11-2024,,Basic,9,171,2052,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-383ac2,A-09316c,22-10-2024,,Basic,70,0,0,TRUE,FALSE,FALSE,FALSE,monthly,FALSE
S-44e3ac,A-81edc3,14-01-2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-ebe172,A-c4ea60,29-05-2023,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a4139f,A-c45b23,01-02-2024,,Pro,5,245,2940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-32d874,A-02cd81,04-05-2024,,Pro,44,2156,25872,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-4e63e7,A-a33200,25-10-2024,24-11-2024,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-810c27,A-8ed5dd,21-08-2024,,Basic,5,95,1140,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-74d86d,A-5ed98d,20-12-2024,,Basic,54,1026,12312,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-ad32a8,A-6843f2,11-12-2024,,Pro,21,1029,12348,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-2f729b,A-3be56b,01-02-2024,05-03-2024,Pro,35,1715,20580,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-3eb56d,A-463db0,31-12-2024,,Pro,15,735,8820,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-21bd9b,A-65a46c,24-12-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-2e0575,A-4814a3,06-11-2024,31-12-2024,Enterprise,87,17313,207756,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-1630dd,A-fda07f,14-09-2024,,Pro,34,1666,19992,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-9842bb,A-4814a3,27-10-2024,,Enterprise,87,17313,207756,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-12ed58,A-1f0ac7,14-11-2024,,Basic,32,608,7296,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-be3ff6,A-de58ca,17-07-2023,,Pro,105,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-a36281,A-c45b23,29-12-2023,,Basic,8,152,1824,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-7d651b,A-4ef964,15-11-2024,,Pro,28,1372,16464,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-668cdc,A-40de06,08-11-2023,,Pro,28,1372,16464,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-3ef584,A-72799b,17-11-2023,,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-9211e5,A-d4ac0e,12-10-2024,,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-3ae2dd,A-f45426,05-08-2024,,Basic,57,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-942caf,A-812c5b,07-11-2024,,Basic,71,1349,16188,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d71bdd,A-c45b23,26-05-2024,,Enterprise,9,1791,21492,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-f32731,A-20736a,02-10-2024,,Enterprise,50,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-911b0a,A-8ed5dd,08-08-2023,,Pro,5,245,2940,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d09309,A-d49cc5,09-10-2024,,Pro,75,3675,44100,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4260ed,A-4f18f0,15-07-2024,,Basic,24,456,5472,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c7e38a,A-2edab2,03-10-2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d22c1d,A-337bc1,18-09-2024,,Pro,86,4214,50568,FALSE,FALSE,TRUE,FALSE,monthly,FALSE
S-aadf83,A-700ade,20-11-2024,04-12-2024,Enterprise,9,1791,21492,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-096835,A-117171,20-10-2024,,Enterprise,45,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-8ba96c,A-f6b2fb,20-06-2024,,Enterprise,23,4577,54924,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-3112d0,A-68f37c,11-04-2024,,Basic,94,1786,21432,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-7ea5d9,A-684255,05-08-2024,,Pro,10,490,5880,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-c796c1,A-aa9511,11-10-2023,,Pro,23,1127,13524,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0ea795,A-d3c88e,27-10-2024,,Pro,16,784,9408,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-32545c,A-7dacce,13-11-2024,,Enterprise,15,2985,35820,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-2aaca3,A-751c58,18-12-2024,,Enterprise,26,5174,62088,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-6fde5e,A-7c4956,20-12-2024,,Basic,27,513,6156,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-7ccc38,A-2d1036,13-07-2024,,Basic,69,1311,15732,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-ff9bde,A-8bde0c,20-12-2024,22-12-2024,Pro,12,588,7056,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-a01d87,A-e5d6ab,27-06-2024,,Basic,9,171,2052,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-9ac7cb,A-712f1c,19-04-2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b47d75,A-b2225d,13-05-2024,,Enterprise,47,9353,112236,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d71a1f,A-40a557,03-11-2024,,Pro,16,784,9408,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-08e560,A-de58ca,25-09-2023,07-01-2024,Pro,15,735,8820,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-46ff9c,A-139c3b,27-11-2024,16-12-2024,Pro,28,1372,16464,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-d91f4c,A-1b7577,15-11-2024,15-11-2024,Basic,10,190,2280,FALSE,FALSE,TRUE,TRUE,monthly,TRUE
S-40adae,A-8145a0,26-01-2024,,Basic,10,190,2280,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-db4e11,A-49b828,09-08-2024,,Pro,14,686,8232,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e4a862,A-3ce5b8,03-10-2024,,Enterprise,8,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-e7cb68,A-474ad4,29-01-2024,,Pro,9,441,5292,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e093a9,A-80eeb6,02-08-2023,,Pro,22,1078,12936,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-56834c,A-158f4e,30-08-2023,,Pro,61,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-11d922,A-533452,28-11-2024,,Enterprise,15,2985,35820,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-58b22d,A-6f50ae,31-12-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-42daaa,A-08e34e,07-08-2024,,Basic,77,1463,17556,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-fa0d9e,A-726cfa,16-12-2024,,Enterprise,38,7562,90744,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-55c61c,A-8b0451,21-12-2024,,Enterprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-9917a2,A-ac14bb,29-02-2024,,Pro,26,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-154918,A-c1dfe1,22-09-2024,,Basic,26,494,5928,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-20152a,A-fabe19,20-12-2024,,Enterprise,33,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-f0e08e,A-69b156,16-09-2024,,Enterprise,13,2587,31044,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0896f4,A-781cc0,08-12-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-328ac2,A-417d2f,14-10-2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-4df118,A-86fc1d,28-10-2024,02-11-2024,Basic,26,494,5928,FALSE,TRUE,FALSE,TRUE,monthly,TRUE
S-01bbff,A-de24d5,17-11-2024,,Basic,5,95,1140,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-31d765,A-7dacce,04-12-2024,,Pro,12,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE
S-c64b73,A-de58ca,20-04-2023,,Pro,15,735,8820,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-720940,A-2bc93d,29-07-2023,,Basic,20,380,4560,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-e753fa,A-a6d261,06-02-2024,,Pro,28,1372,16464,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-755502,A-5a3eb9,28-05-2024,,Enterprise,18,3582,42984,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5480a7,A-94d3da,05-06-2023,,Enterprise,41,8159,97908,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-db7a77,A-7df7a7,13-12-2023,,Enterprise,15,2985,35820,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-6403db,A-37f969,02-11-2023,,Basic,51,969,11628,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-22f096,A-c58f49,15-10-2024,,Enterprise,70,13930,167160,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-20f1bd,A-bb2f49,16-02-2024,,Pro,16,784,9408,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-bbff6f,A-df10db,19-05-2024,,Pro,26,1274,15288,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-3a694d,A-781cc0,10-11-2024,,Pro,20,980,11760,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-e1820e,A-0651a4,24-11-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-67595c,A-508199,08-02-2024,,Basic,27,513,6156,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-17fb4d,A-71615e,04-07-2024,,Enterprise,15,2985,35820,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-f8a794,A-dec005,22-12-2023,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-dc1c10,A-139c3b,28-11-2024,,Basic,29,551,6612,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-59d050,A-751c58,11-10-2024,,Pro,45,2205,26460,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-a3b329,A-3a7284,23-12-2024,,Basic,37,703,8436,FALSE,FALSE,TRUE,FALSE,monthly,FALSE
S-2881e0,A-42e5e1,21-07-2024,,Pro,1,49,588,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-5d532c,A-cd458b,26-12-2024,,Enterprise,10,1990,23880,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-f9c661,A-1e50e0,05-09-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-817e4b,A-42b791,08-10-2024,,Enterprise,75,14925,179100,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-59be40,A-94f8c9,21-10-2024,,Basic,13,247,2964,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d82234,A-d77f4c,17-12-2024,18-12-2024,Pro,4,196,2352,FALSE,TRUE,FALSE,TRUE,annual,TRUE
S-68f388,A-671f31,27-11-2024,,Basic,59,1121,13452,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-eae806,A-c37601,30-12-2024,,Enterprise,54,10746,128952,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-1f0d7f,A-32728c,05-05-2024,,Basic,20,380,4560,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-544f34,A-fdfc91,09-05-2024,,Pro,29,1421,17052,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e71203,A-117171,02-10-2024,,Enterprise,45,8955,107460,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-a53eac,A-9077b0,18-11-2024,,Basic,2,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-efdeae,A-3793ee,23-10-2024,,Enterprise,49,9751,117012,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-29ccb8,A-eb1312,28-12-2024,,Basic,25,475,5700,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-467016,A-e83938,28-11-2024,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-12a13c,A-40a557,14-12-2024,,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-82ffca,A-508199,30-01-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-85b5ce,A-e7a1e2,26-12-2024,,Basic,10,190,2280,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c1c645,A-443b7c,06-10-2024,,Basic,4,76,912,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-02984e,A-2e3bad,21-06-2024,,Enterprise,61,12139,145668,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-15e705,A-adc1f3,18-12-2024,,Pro,9,441,5292,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-0a19d1,A-5b4ebb,21-10-2024,,Enterprise,21,4179,50148,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-d50d25,A-6f50ae,13-07-2024,,Pro,19,931,11172,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-cb2ad3,A-52dd88,13-11-2024,,Basic,28,532,6384,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-15afd8,A-5c046d,18-12-2024,,Enterprise,93,18507,222084,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e79dbc,A-2e4581,30-10-2024,,Pro,66,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-33200e,A-f5641b,06-08-2024,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d5eae3,A-e7a1e2,09-08-2024,,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-f20079,A-8ae3fc,16-12-2024,,Basic,20,380,4560,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-93622a,A-d4ac0e,10-05-2024,,Basic,156,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-c62bb7,A-0a62f5,16-09-2024,,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-6696a0,A-82861f,04-08-2024,,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-510999,A-7da956,30-06-2024,,Enterprise,13,0,0,TRUE,TRUE,FALSE,FALSE,monthly,TRUE
S-255846,A-9a532a,28-08-2024,,Enterprise,33,6567,78804,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-fd8bb6,A-337bc1,02-08-2023,,Pro,30,1470,17640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d7461b,A-fa3095,17-12-2023,,Pro,70,3430,41160,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-2361ec,A-c45b23,12-12-2024,15-12-2024,Enterprise,26,5174,62088,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-9c47f6,A-5b1bcd,13-04-2024,,Pro,73,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-c20518,A-b2af2e,14-10-2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-cdf835,A-f19409,17-04-2024,,Pro,23,1127,13524,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-cde2c6,A-dec005,17-09-2024,,Enterprise,21,4179,50148,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-af6974,A-86cdb4,23-11-2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-38c5fd,A-32fb14,20-11-2023,28-06-2024,Basic,26,494,5928,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-7bf6d8,A-fe79a5,23-03-2024,,Basic,9,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-ada98e,A-2789e3,21-10-2024,,Basic,11,209,2508,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-3a3be9,A-1b707d,03-05-2024,14-07-2024,Basic,8,152,1824,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-d4e525,A-7988d1,25-07-2024,,Basic,33,627,7524,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-8a6579,A-80eeb6,01-11-2024,,Basic,22,418,5016,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-db7a97,A-e60f9d,11-11-2024,,Enterprise,48,9552,114624,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-699110,A-fda07f,01-10-2024,,Enterprise,27,5373,64476,FALSE,TRUE,FALSE,FALSE,annual,FALSE
S-f5f52a,A-7641d3,18-06-2024,,Pro,8,392,4704,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-748318,A-726cfa,03-11-2024,,Basic,14,266,3192,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-bb7eef,A-798a3f,26-12-2023,24-04-2024,Basic,31,589,7068,FALSE,TRUE,FALSE,TRUE,annual,TRUE
S-af6536,A-13466a,11-02-2024,28-10-2024,Enterprise,40,7960,95520,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-5f75b5,A-1b707d,13-04-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-6f47c5,A-0b0d6d,31-12-2024,31-12-2024,Enterprise,13,2587,31044,FALSE,FALSE,FALSE,TRUE,annual,TRUE
