usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-93bf02,S-2d21b9,27-03-2024,feature_9,6,570,0,FALSE
U-c4554d,S-13c8b6,17-08-2023,feature_36,10,3140,0,FALSE
U-b7a718,S-c37ee1,11-10-2024,feature_4,7,2233,4,FALSE
U-02d128,S-a8f236,06-07-2023,feature_11,9,4536,2,FALSE
U-d1d51b,S-8fd62c,26-09-2024,feature_13,8,112,3,FALSE
U-acec14,S-f80ef5,05-12-2024,feature_15,14,7420,0,FALSE
U-ba448e,S-61efc1,23-09-2024,feature_24,9,3429,0,FALSE
U-5746f3,S-3af70e,26-01-2024,feature_15,11,946,0,FALSE
U-84065a,S-28a4b7,18-04-2024,feature_16,11,5181,3,FALSE
U-0ff63b,S-2e017b,16-08-2023,feature_36,12,6636,0,FALSE
U-68778c,S-bf9e6d,06-04-2024,feature_29,5,680,0,FALSE
U-502a87,S-5a3412,04-01-2023,feature_14,6,1344,2,FALSE
U-c36ec5,S-a70baa,21-01-2024,feature_2,9,3942,0,FALSE
U-af3824,S-3ff7bb,20-12-2023,feature_37,8,4656,1,FALSE
U-a386f1,S-c419d6,11-09-2024,feature_2,12,4764,0,TRUE
U-ccacda,S-ab476e,16-10-2024,feature_1,5,720,0,FALSE
U-f56a0e,S-8a46fe,14-04-2023,feature_30,4,1372,0,FALSE
U-103b87,S-42aaf0,23-06-2024,feature_7,12,252,0,FALSE
U-e821dd,S-a9b904,08-09-2023,feature_22,13,1859,0,FALSE
U-e071e9,S-5eb846,20-03-2024,feature_12,13,1768,2,FALSE
U-a31841,S-69a7ce,22-02-2024,feature_23,8,1120,0,FALSE
U-0614be,S-aa5f00,17-04-2023,feature_8,11,6512,0,FALSE
U-cd3216,S-576519,04-03-2024,feature_20,11,3102,1,FALSE
U-751f42,S-d5605e,27-03-2023,feature_13,8,1904,0,FALSE
U-6e85de,S-2e2d6c,28-03-2023,feature_34,12,1392,0,FALSE
U-56537f,S-a66766,06-09-2024,feature_7,6,2340,0,FALSE
U-728b9f,S-f5df4a,16-02-2024,feature_4,12,4704,0,FALSE
U-046e84,S-8b349c,29-11-2023,feature_14,17,7344,0,FALSE
U-69f25a,S-34f2f9,31-07-2023,feature_34,15,1545,0,FALSE
U-ab8bf9,S-1f15a2,04-10-2023,feature_33,10,4680,2,FALSE
U-ab0b25,S-4f9730,24-01-2024,feature_32,10,4860,1,FALSE
U-7a5ffa,S-196c1e,17-03-2023,feature_5,20,700,0,FALSE
U-56c79e,S-599207,15-02-2023,feature_38,9,2277,0,FALSE
U-21d51c,S-fc155b,30-10-2024,feature_11,7,105,0,FALSE
U-9aa452,S-0bdbb3,04-10-2024,feature_26,9,1701,0,FALSE
U-d0c546,S-683e1e,08-05-2024,feature_14,13,1209,0,FALSE
U-e8c1e2,S-b859e7,10-09-2024,feature_24,6,2670,0,FALSE
U-182bff,S-390955,21-07-2024,feature_21,11,6391,0,FALSE
U-76037a,S-7679b6,20-02-2024,feature_40,8,600,5,FALSE
U-7c70ad,S-0e7e70,10-07-2024,feature_10,5,160,0,FALSE
U-ba7ea9,S-214edb,18-01-2023,feature_1,7,1722,0,TRUE
U-706120,S-e05ab8,18-03-2024,feature_30,5,1700,2,FALSE
U-a60784,S-82348a,11-02-2023,feature_35,13,2470,0,TRUE
U-7ba456,S-8b0950,24-08-2023,feature_15,14,7084,0,FALSE
U-0930d4,S-39f1b0,01-09-2024,feature_40,15,6990,0,FALSE
U-bb18ed,S-709f67,14-03-2023,feature_23,11,5918,0,FALSE
U-1a3f48,S-7c24f6,20-02-2024,feature_21,9,4392,0,TRUE
U-a7c4e3,S-c1d6cf,19-10-2024,feature_34,9,3141,0,FALSE
U-b74960,S-916cca,19-02-2024,feature_34,9,3168,0,FALSE
U-eb599f,S-3df6ee,27-04-2024,feature_15,15,2910,0,FALSE
U-b1e602,S-c284ce,02-05-2024,feature_19,10,3220,0,FALSE
U-2e42cb,S-89c7ff,16-08-2023,feature_35,9,4356,0,FALSE
U-1e00b0,S-dc1cf4,14-07-2023,feature_17,7,770,2,FALSE
U-9ed7d9,S-0f3df6,31-05-2023,feature_38,10,2250,1,FALSE
U-970573,S-718116,20-09-2024,feature_7,10,860,0,FALSE
U-77e38f,S-1f2b1a,07-03-2024,feature_33,13,5629,3,FALSE
U-6b70e4,S-226cf3,26-04-2023,feature_7,9,2232,0,FALSE
U-00d08a,S-4ac0bb,08-01-2024,feature_39,14,6202,2,FALSE
U-ce56fb,S-772ef0,27-05-2024,feature_35,13,6071,3,TRUE
U-1dc111,S-c2b710,04-02-2023,feature_25,10,5130,1,FALSE
U-d90a26,S-155934,21-04-2024,feature_11,9,1881,0,FALSE
U-1f466c,S-efeb9b,16-10-2023,feature_10,11,5819,0,FALSE
U-594c43,S-799da2,09-06-2024,feature_12,15,6165,3,FALSE
U-1ebd54,S-b1e72a,24-10-2024,feature_24,8,2400,1,FALSE
U-33e77f,S-c1f8e1,20-01-2023,feature_4,12,972,0,FALSE
U-03896f,S-fe6311,19-08-2023,feature_34,9,171,0,FALSE
U-596fca,S-95cf94,03-07-2023,feature_7,8,4648,0,FALSE
U-2d1a88,S-19b415,21-09-2023,feature_19,8,3344,1,FALSE
U-a5832d,S-149409,24-07-2023,feature_4,10,1780,0,FALSE
U-21413d,S-99af79,01-04-2024,feature_15,12,7080,0,FALSE
U-796619,S-08c8e1,16-12-2023,feature_38,15,8910,2,FALSE
U-7a91a5,S-f586ed,16-05-2024,feature_20,15,780,0,FALSE
U-4e27cb,S-9af385,21-08-2023,feature_39,7,1169,0,FALSE
U-7b6090,S-0a83cc,27-08-2023,feature_10,14,7616,0,FALSE
U-f288cd,S-4eef1a,14-09-2024,feature_3,6,2550,1,TRUE
U-c59663,S-3d6648,25-09-2023,feature_3,11,693,0,FALSE
U-282ee5,S-36480d,04-04-2023,feature_21,8,3192,0,TRUE
U-0d352a,S-f5bef8,07-08-2024,feature_15,5,1895,0,FALSE
U-aae3a6,S-ee53e8,31-08-2023,feature_1,10,2430,0,FALSE
U-99c120,S-f9469c,09-09-2024,feature_20,10,5880,0,FALSE
U-cfd03d,S-223221,13-02-2023,feature_5,9,1791,1,FALSE
U-6422e1,S-2664e1,31-10-2024,feature_4,12,2568,1,FALSE
U-404b7f,S-fee7b2,03-06-2023,feature_11,16,8960,0,FALSE
U-afd57e,S-c04755,11-08-2024,feature_22,10,1010,0,FALSE
U-b5e4d8,S-26bc22,08-11-2024,feature_11,9,2709,0,FALSE
U-a1b140,S-f78a1a,09-05-2023,feature_24,8,3184,1,FALSE
U-564667,S-4757c8,16-01-2023,feature_37,15,4455,0,FALSE
U-679cfd,S-395a98,29-10-2023,feature_27,9,2745,0,FALSE
U-5b69db,S-b32a70,05-01-2024,feature_27,11,132,0,FALSE
U-4e5d93,S-6aa72f,19-07-2023,feature_26,13,4732,0,FALSE
U-68727f,S-d660d6,22-11-2023,feature_16,15,1980,0,FALSE
U-ee9027,S-2c9cea,04-05-2024,feature_20,5,1280,0,FALSE
U-5bde30,S-cbfd83,24-04-2024,feature_38,12,5952,0,FALSE
U-741019,S-9a0b2f,05-03-2024,feature_19,5,1280,1,FALSE
U-a24ed0,S-925f82,01-05-2024,feature_14,10,2060,2,FALSE
U-3c77e8,S-8ed77f,20-08-2024,feature_40,14,5502,0,FALSE
U-9576d9,S-43c489,12-10-2023,feature_16,15,2715,0,FALSE
U-1ae9dd,S-b6793d,25-10-2024,feature_28,13,1625,2,TRUE
U-674be1,S-7f5316,07-06-2023,feature_8,7,3290,0,FALSE
U-094809,S-b5b9a5,05-10-2023,feature_14,7,3430,0,FALSE
U-0f79c2,S-d8f67e,07-03-2024,feature_23,7,217,0,FALSE
U-fa0234,S-d43ad9,16-10-2023,feature_13,13,2574,0,FALSE
U-0a1896,S-e3255c,15-05-2023,feature_17,4,456,0,FALSE
U-d77111,S-9fa49b,11-11-2023,feature_38,11,539,0,FALSE
U-6cd7f7,S-9464f8,17-07-2024,feature_11,10,5000,0,FALSE
U-16200b,S-0c5771,14-09-2024,feature_35,13,1378,0,FALSE
U-8008ab,S-8ebe58,04-12-2024,feature_8,10,4330,0,FALSE
U-8ce2e7,S-cdfe99,29-05-2023,feature_4,13,6526,0,FALSE
U-255c2e,S-305a67,20-08-2023,feature_30,6,1968,0,TRUE
U-24380e,S-93f835,18-11-2024,feature_30,13,6383,0,FALSE
U-2bf731,S-e0f238,05-06-2024,feature_20,13,1820,0,FALSE
U-5342de,S-dd8371,01-05-2023,feature_3,8,4616,0,FALSE
U-1a4f3a,S-1131ff,19-03-2024,feature_22,7,3640,2,FALSE
U-2bdf5c,S-17c51e,09-05-2024,feature_36,6,2760,0,FALSE
U-863239,S-3fb291,10-03-2023,feature_37,8,3264,0,FALSE
U-7faf4c,S-0fb7bb,24-09-2023,feature_32,12,5628,2,FALSE
U-8d8b02,S-a29ba3,10-08-2023,feature_6,12,4764,0,TRUE
U-2f1399,S-36f26c,10-11-2024,feature_30,6,2976,0,FALSE
U-2b251d,S-2480b0,17-03-2024,feature_25,9,5292,0,FALSE
U-ca3e99,S-5450af,14-01-2024,feature_23,8,728,0,FALSE
U-7f581d,S-856627,20-10-2023,feature_4,12,3096,1,FALSE
U-a4ab98,S-4691f1,18-07-2024,feature_40,18,2826,2,FALSE
U-d61e6c,S-846d41,03-06-2023,feature_19,11,5159,0,TRUE
U-53de64,S-2beaee,04-09-2023,feature_27,13,5525,0,FALSE
U-3898b2,S-9ce22d,27-07-2024,feature_1,12,2052,0,FALSE
U-5a486c,S-6b6cd7,28-09-2024,feature_20,10,4240,0,FALSE
U-dea5a1,S-24a63d,10-12-2024,feature_19,12,4560,0,FALSE
U-3139e6,S-6015db,07-10-2023,feature_24,9,720,0,FALSE
U-f1e6e4,S-a24db6,13-05-2024,feature_22,12,3960,2,FALSE
U-7608c7,S-d914d8,12-01-2024,feature_33,8,1808,3,FALSE
U-ba7d7c,S-1f2b1a,12-11-2024,feature_34,12,1920,0,FALSE
U-424f50,S-07f282,24-12-2023,feature_29,11,231,0,FALSE
U-cd23c6,S-14b7f3,05-01-2024,feature_27,13,4134,0,FALSE
U-c8e0cc,S-5d434f,22-05-2023,feature_39,10,3680,0,FALSE
U-f37fff,S-4b75c6,25-03-2024,feature_12,10,2240,0,FALSE
U-89d823,S-b3bd43,02-06-2024,feature_21,6,2004,0,FALSE
U-ca84ef,S-ee4c5c,23-10-2024,feature_19,7,1610,0,FALSE
U-a358b4,S-12e3ff,03-11-2023,feature_18,7,1652,0,FALSE
U-e717a4,S-cdc644,10-11-2023,feature_31,9,5373,0,FALSE
U-82eb89,S-72b4f2,10-12-2024,feature_36,12,6264,4,TRUE
U-00861e,S-d3efa2,30-12-2024,feature_28,8,4464,0,FALSE
U-63f29c,S-22083e,28-07-2023,feature_33,8,2248,0,TRUE
U-a80e14,S-b7ef4c,11-04-2023,feature_28,15,8985,1,FALSE
U-97b673,S-0d8cfd,04-05-2023,feature_24,9,4077,3,FALSE
U-d2fb29,S-3c4cae,18-12-2024,feature_10,8,4632,1,FALSE
U-3953d8,S-59d90a,06-11-2023,feature_36,8,280,3,FALSE
U-95f8e2,S-39b5ce,13-09-2023,feature_14,11,3839,0,FALSE
U-2e10ef,S-389426,21-06-2024,feature_27,11,1639,0,FALSE
U-2476ee,S-a02981,22-09-2023,feature_30,11,5566,0,FALSE
U-cd8429,S-c348d2,16-07-2024,feature_4,13,7709,0,FALSE
U-d0ae96,S-79af01,28-12-2024,feature_28,13,6123,1,FALSE
U-175a5f,S-9ea111,03-03-2024,feature_7,15,7095,1,FALSE
U-9c1bda,S-c53808,28-06-2023,feature_4,10,290,1,FALSE
U-5c3f6c,S-31e347,21-08-2023,feature_8,6,1476,2,FALSE
U-488508,S-e781ba,16-02-2023,feature_11,8,440,0,FALSE
U-a202e0,S-1feff8,04-04-2023,feature_18,7,2296,1,FALSE
U-cce8ba,S-61e53d,21-03-2023,feature_28,7,1001,0,FALSE
U-c2eabe,S-063586,01-11-2023,feature_20,9,45,0,TRUE
U-86470d,S-4d664d,24-09-2024,feature_3,8,1904,2,FALSE
U-141c8a,S-84e658,11-05-2023,feature_9,19,5985,0,FALSE
U-f24e56,S-b8caad,15-06-2023,feature_20,11,1738,3,FALSE
U-e85658,S-26deeb,18-08-2023,feature_4,10,3650,0,FALSE
U-60c4da,S-2c8143,23-08-2024,feature_27,7,175,2,FALSE
U-891367,S-6cd38d,23-10-2024,feature_35,10,680,2,FALSE
U-cb26aa,S-e6ad38,26-05-2023,feature_13,10,640,0,FALSE
U-3a888f,S-2410c6,13-02-2024,feature_30,9,5274,0,FALSE
U-89bc2c,S-66bae1,26-06-2023,feature_33,8,2376,0,FALSE
U-8b6195,S-41a4cb,25-07-2023,feature_38,10,3430,0,FALSE
U-c40e7a,S-877508,16-12-2023,feature_25,12,3168,2,FALSE
U-289667,S-86e226,29-05-2023,feature_26,10,60,0,TRUE
U-765910,S-e6678a,28-04-2023,feature_29,10,3840,0,FALSE
U-1ba686,S-726749,17-04-2024,feature_1,8,992,0,FALSE
U-dabdc4,S-565c4b,09-08-2024,feature_1,9,4698,0,FALSE
U-4c6a81,S-64bd69,14-10-2023,feature_30,8,2488,0,FALSE
U-0b6e2c,S-3b5eb3,19-10-2024,feature_3,10,3680,0,TRUE
U-5f9e06,S-33db08,17-01-2024,feature_34,4,1176,2,FALSE
U-0e607f,S-6b9696,19-06-2024,feature_33,8,1104,0,FALSE
U-ea5eff,S-5d5699,02-06-2024,feature_5,6,1164,2,FALSE
U-489666,S-863c87,28-10-2024,feature_12,8,3864,1,FALSE
U-f438ba,S-61efc1,01-12-2023,feature_33,15,1950,1,FALSE
U-e40f62,S-93f835,11-10-2023,feature_7,8,3560,0,FALSE
U-8cb96a,S-183460,02-08-2024,feature_22,7,301,0,FALSE
U-b5aa94,S-7277c8,25-12-2023,feature_29,8,1592,0,FALSE
U-4deb30,S-95c467,24-08-2023,feature_12,4,2220,0,FALSE
U-937a35,S-6522e4,01-04-2023,feature_22,14,5432,0,TRUE
U-5322be,S-430691,31-07-2024,feature_30,20,5520,1,TRUE
U-d92ed9,S-e9e03c,16-06-2024,feature_26,8,3408,0,FALSE
U-055b35,S-e7de53,24-04-2024,feature_8,10,500,0,FALSE
U-582dec,S-639d60,18-07-2023,feature_13,5,1960,3,FALSE
U-5d1c03,S-26da35,02-06-2023,feature_36,11,5082,0,FALSE
U-60f351,S-c9d475,05-03-2023,feature_36,10,5860,2,FALSE
U-f73297,S-1df679,26-01-2023,feature_32,5,1605,0,FALSE
U-6e96df,S-a45a12,11-06-2023,feature_4,6,2136,0,FALSE
U-d494bf,S-e715bb,30-08-2024,feature_6,13,6643,1,FALSE
U-7d94fa,S-8def89,27-12-2023,feature_3,11,6127,0,FALSE
U-76f13e,S-b859e7,24-08-2023,feature_40,11,1672,0,FALSE
U-5223fe,S-2aaca3,13-04-2024,feature_26,18,10440,0,FALSE
U-9de9f9,S-e7c172,12-07-2023,feature_8,15,1740,1,FALSE
U-32266e,S-73688c,21-10-2023,feature_3,11,6160,0,FALSE
U-75dbb0,S-f30a79,18-11-2024,feature_1,13,3406,3,TRUE
U-ceec91,S-461334,13-02-2024,feature_27,6,3282,0,FALSE
U-1b675a,S-7077ab,31-07-2024,feature_21,6,3060,0,FALSE
U-c03e0d,S-327e7c,18-10-2023,feature_8,12,1344,2,FALSE
U-6b5678,S-28eeec,12-01-2024,feature_15,9,3051,0,FALSE
U-0900e9,S-14f39f,14-09-2023,feature_9,15,3570,0,FALSE
U-73b24a,S-0a83cc,08-02-2024,feature_17,12,2232,0,FALSE
U-cccb5a,S-13d6d1,23-09-2024,feature_28,7,1771,0,FALSE
U-600835,S-6cff51,12-02-2024,feature_6,13,182,1,FALSE
U-d59e63,S-43c737,02-04-2024,feature_21,13,7592,0,FALSE
U-9147e3,S-41d741,08-02-2024,feature_2,12,5532,0,FALSE
U-3b372c,S-eea4ae,02-03-2024,feature_16,12,6720,0,TRUE
U-2277ba,S-711820,20-06-2023,feature_19,11,451,3,FALSE
U-85a39d,S-7b65f4,06-05-2024,feature_38,9,1449,1,FALSE
U-7de30d,S-104ed3,18-07-2024,feature_9,8,2240,0,FALSE
U-223f04,S-ada98e,31-08-2023,feature_31,6,2082,0,FALSE
U-90ad15,S-4daf2d,12-02-2024,feature_4,11,4488,1,FALSE
U-8dc5b9,S-c693b6,20-10-2024,feature_19,12,624,0,TRUE
U-6f5937,S-e195f5,02-12-2023,feature_6,10,3630,0,FALSE
U-7c56ea,S-7db513,16-08-2023,feature_3,14,70,0,FALSE
U-5b79f2,S-ccdc31,27-10-2023,feature_27,13,4901,2,FALSE
U-f6d92c,S-07ace5,13-10-2023,feature_34,9,2178,0,FALSE
U-1648a4,S-c069ab,08-07-2024,feature_13,8,736,0,FALSE
U-9abe20,S-21eeea,13-11-2023,feature_24,13,286,0,FALSE
U-fd3314,S-ed55d2,14-11-2023,feature_21,9,2187,2,FALSE
U-d5ee51,S-3fb8f4,03-11-2023,feature_39,8,2720,0,FALSE
U-6b9bc9,S-3476e2,25-08-2024,feature_10,9,2583,0,FALSE
U-c73811,S-ce695e,16-04-2023,feature_15,13,6942,1,FALSE
U-a517c8,S-2ae5d8,06-09-2024,feature_36,12,5376,0,FALSE
U-c02c44,S-d76f8b,06-03-2024,feature_34,18,5364,1,FALSE
U-81473d,S-f8e091,14-01-2023,feature_33,12,4464,0,FALSE
U-9f81e4,S-e3903e,07-06-2023,feature_35,9,1566,2,FALSE
U-f7e073,S-c9e261,10-06-2024,feature_31,11,3355,0,FALSE
U-08887e,S-446c54,26-05-2023,feature_15,10,4270,0,FALSE
U-051132,S-e77144,29-10-2024,feature_40,9,4716,2,FALSE
U-8a9aa7,S-e77144,17-11-2023,feature_39,11,3773,0,TRUE
U-a4847a,S-ede618,28-03-2023,feature_7,10,2870,1,FALSE
U-a211ce,S-8b52b5,21-01-2024,feature_34,7,1988,0,FALSE
U-4adbb4,S-e6f639,15-01-2023,feature_1,8,3232,0,FALSE
U-ebcc07,S-dcc1a5,03-09-2024,feature_19,21,10143,0,FALSE
U-aa5e21,S-3a79ac,09-08-2024,feature_40,19,1463,0,FALSE
U-c532bf,S-9be237,05-02-2023,feature_7,11,803,0,FALSE
U-c37946,S-15a058,21-03-2024,feature_10,6,3234,0,FALSE
U-b134e4,S-5c2991,08-12-2024,feature_4,14,5054,1,FALSE
U-4fb392,S-128f55,05-02-2024,feature_18,13,1599,0,FALSE
U-5e78ab,S-c545c8,25-12-2024,feature_38,5,50,0,FALSE
U-7e8ede,S-600e05,18-08-2024,feature_30,8,112,0,FALSE
U-1111d9,S-eb4b0a,08-02-2023,feature_20,11,1639,0,FALSE
U-bd20b3,S-b45a45,07-04-2023,feature_1,13,4433,2,FALSE
U-b4e48c,S-6fa5cd,10-03-2023,feature_11,11,1177,0,FALSE
U-22af7c,S-d75e1f,17-11-2024,feature_37,11,6567,0,FALSE
U-d344a0,S-c2eeba,11-12-2024,feature_23,9,1575,0,FALSE
U-4a3ea8,S-1f5faf,14-09-2023,feature_32,9,603,0,FALSE
U-69e186,S-2a53d5,30-06-2024,feature_35,4,880,3,FALSE
U-4c2776,S-683e1e,28-09-2024,feature_38,12,3612,1,FALSE
U-98ce0d,S-1862f2,10-04-2024,feature_9,7,2702,0,FALSE
U-05d3b3,S-5cba26,15-05-2023,feature_8,5,700,0,TRUE
U-8bdc62,S-c3c85e,17-07-2024,feature_27,8,3000,2,FALSE
U-4495fc,S-a3300f,06-01-2023,feature_38,7,4116,0,FALSE
U-8784e7,S-427275,05-05-2024,feature_3,5,555,2,TRUE
U-6e7e17,S-039a8e,05-08-2023,feature_1,10,3810,0,FALSE
U-fa5d83,S-dfad0a,07-11-2023,feature_29,10,910,1,FALSE
U-da3f84,S-09cb75,07-08-2023,feature_18,12,3228,2,FALSE
U-8f34f5,S-a04ba5,23-11-2023,feature_7,8,1920,1,FALSE
U-0b66f6,S-80fa36,10-04-2023,feature_10,6,1914,0,FALSE
U-01d2e7,S-838330,27-07-2023,feature_28,12,372,0,FALSE
U-c459f5,S-6f6fca,11-07-2023,feature_31,17,9248,2,FALSE
U-8c4078,S-2a6e4a,14-04-2024,feature_1,5,550,0,FALSE
U-d59c83,S-752e61,12-03-2024,feature_3,10,1730,0,FALSE
U-912ed7,S-da0c62,10-01-2023,feature_9,11,4587,0,FALSE
U-1a8d0d,S-5163bd,10-12-2024,feature_21,8,3496,0,FALSE
U-260166,S-74be40,10-07-2024,feature_30,10,3880,0,FALSE
U-26590c,S-a29ba3,12-06-2023,feature_37,14,1414,0,FALSE
U-e02f9e,S-93fab3,28-02-2023,feature_26,9,1296,1,FALSE
U-a9e5db,S-712e69,10-03-2023,feature_28,13,5785,1,FALSE
U-7b7714,S-371662,12-02-2023,feature_35,8,1624,2,FALSE
U-c01030,S-e0bfb1,24-08-2023,feature_35,6,2838,0,FALSE
U-b1a472,S-0268ba,16-05-2023,feature_23,12,132,2,FALSE
U-4c3929,S-ab7a04,17-07-2023,feature_19,14,532,0,FALSE
U-caad43,S-8a37c8,28-03-2023,feature_31,11,572,0,FALSE
U-f2de60,S-38a5fb,04-04-2024,feature_26,12,3576,0,FALSE
U-915624,S-ed32c7,13-01-2023,feature_16,12,6936,0,FALSE
U-20831e,S-3b3fac,20-01-2024,feature_4,14,5446,0,FALSE
U-5f06da,S-c97464,17-07-2023,feature_10,14,5936,0,FALSE
U-b3abca,S-3632aa,11-07-2023,feature_17,8,2176,1,FALSE
U-9983c4,S-3741b9,18-08-2023,feature_29,16,5120,1,FALSE
U-676ec0,S-479d9a,21-12-2023,feature_27,7,3661,0,FALSE
U-3312fe,S-7717d6,06-08-2024,feature_28,10,5230,3,FALSE
U-8094c3,S-aaf1d0,07-05-2024,feature_15,10,2650,0,FALSE
U-000529,S-02b754,14-02-2023,feature_29,12,1764,0,FALSE
U-a2a44e,S-cd4d67,19-03-2024,feature_12,12,4128,2,FALSE
U-8db4a8,S-37d427,19-08-2024,feature_32,12,6408,0,FALSE
U-6237b3,S-ffce65,13-03-2024,feature_34,10,4350,0,FALSE
U-c6953b,S-6bfd97,02-03-2023,feature_22,9,3123,0,FALSE
U-ba60c3,S-f9b284,23-01-2024,feature_31,6,888,0,FALSE
U-b73eaf,S-86615c,15-05-2023,feature_15,17,6834,0,FALSE
U-eefb88,S-b2d472,19-06-2024,feature_16,6,2100,0,FALSE
U-4579ec,S-2fd650,14-07-2023,feature_14,12,1056,1,FALSE
U-fbaab0,S-fe77d4,10-09-2024,feature_34,15,6495,1,FALSE
U-61368d,S-430691,29-10-2024,feature_31,10,4960,0,FALSE
U-14f9f5,S-88de1c,22-05-2023,feature_36,9,4608,0,FALSE
U-803700,S-7554c2,15-07-2024,feature_38,11,2002,1,FALSE
U-9aea9c,S-008cab,26-12-2024,feature_12,7,1771,0,FALSE
U-ee9bbc,S-fd04d6,15-07-2023,feature_6,6,2844,0,FALSE
U-f3bead,S-885aa7,17-09-2024,feature_7,14,2030,0,FALSE
U-67281c,S-4a2fc6,05-03-2023,feature_28,11,3993,0,TRUE
U-4cfc62,S-bc0806,17-07-2023,feature_13,11,4026,0,FALSE
U-0e334f,S-28eb12,04-04-2024,feature_20,12,4692,0,FALSE
U-3c7d00,S-722103,03-02-2024,feature_35,6,1926,0,FALSE
U-e8ba80,S-aede24,17-05-2024,feature_7,11,3256,0,FALSE
U-a63698,S-658bcb,17-04-2023,feature_20,11,2607,0,FALSE
U-4a480a,S-42822d,17-01-2024,feature_6,9,3888,2,FALSE
U-41193f,S-d1ef4d,26-10-2024,feature_32,13,2301,0,FALSE
U-ccd004,S-c226ae,05-01-2023,feature_21,15,3825,1,FALSE
U-3d14d8,S-718116,15-09-2023,feature_30,8,3728,1,FALSE
U-8696be,S-deb65c,14-10-2024,feature_13,14,966,2,FALSE
U-8fbd30,S-3af70e,21-08-2023,feature_13,10,3890,2,TRUE
U-8e64b3,S-8ae804,18-10-2023,feature_14,11,3311,0,FALSE
U-95a929,S-92f78a,15-03-2024,feature_20,7,3850,0,FALSE
U-69e8f4,S-8486d2,21-05-2024,feature_5,11,1100,0,FALSE
U-90aea7,S-708ac6,12-07-2023,feature_38,12,4632,2,FALSE
U-ff1418,S-6a8046,19-08-2023,feature_1,5,1070,0,FALSE
U-31dcd1,S-bc4da7,20-09-2023,feature_5,12,4728,0,TRUE
U-4ccafc,S-0cb6ed,07-11-2023,feature_25,10,1760,0,FALSE
U-7d9ca0,S-1ccdd4,21-02-2023,feature_31,16,624,0,FALSE
U-1b78dc,S-aa78ed,16-12-2023,feature_3,9,747,0,FALSE
U-b083e4,S-08fc73,23-05-2023,feature_31,11,3608,0,FALSE
U-f6d904,S-bfc2c2,19-10-2024,feature_11,8,3352,0,FALSE
U-4ed043,S-a67bb7,11-01-2024,feature_17,10,600,0,FALSE
U-899dbf,S-396a83,24-05-2024,feature_2,11,979,6,FALSE
U-db200a,S-ac462f,25-02-2024,feature_16,6,1074,0,FALSE
U-833803,S-775719,06-09-2024,feature_15,9,5013,0,FALSE
U-f62ea5,S-bc2633,19-12-2024,feature_22,11,5258,0,FALSE
U-543c53,S-329a60,16-01-2024,feature_38,11,4829,0,TRUE
U-f93af9,S-8bc290,07-12-2024,feature_37,7,602,1,FALSE
U-5b3e90,S-f7e37f,23-08-2024,feature_36,12,1680,0,FALSE
U-37ca38,S-2c9cea,28-02-2023,feature_17,7,2947,0,FALSE
U-4e954a,S-2fe253,15-02-2024,feature_7,9,4446,0,FALSE
U-efdac1,S-e7d026,09-08-2023,feature_12,6,3048,0,FALSE
U-5c2f35,S-98845b,11-10-2023,feature_32,8,920,0,FALSE
U-f9deca,S-711820,11-07-2024,feature_21,7,2821,0,TRUE
U-d16c58,S-5cce27,16-01-2023,feature_27,12,6972,0,FALSE
U-ad981f,S-a554da,22-02-2024,feature_28,5,455,1,FALSE
U-8db784,S-90dd19,09-04-2023,feature_12,9,1098,0,FALSE
U-c735e3,S-8ca516,17-08-2024,feature_36,10,5350,2,TRUE
U-95d8c7,S-91709b,18-09-2023,feature_27,13,5109,0,FALSE
U-45969c,S-f52c97,31-08-2023,feature_21,4,436,0,FALSE
U-1c6d30,S-c89bff,23-03-2023,feature_9,12,2388,0,FALSE
U-7ce046,S-c80ac4,13-03-2024,feature_8,3,252,0,FALSE
U-fba4a9,S-0fc73c,20-05-2023,feature_26,9,1926,0,FALSE
U-a43225,S-9a410c,31-08-2024,feature_13,6,258,0,FALSE
U-03499f,S-02d6c8,09-02-2023,feature_28,11,3960,0,TRUE
U-bdf50f,S-d365af,24-10-2024,feature_10,8,1280,0,FALSE
U-8deac0,S-e6ad38,23-08-2023,feature_1,10,110,0,FALSE
U-02f039,S-522a6f,03-10-2023,feature_25,11,2552,0,FALSE
U-2cbd1c,S-4e4b10,27-06-2024,feature_6,9,5139,1,FALSE
U-0ba699,S-0463f5,19-08-2024,feature_23,9,2970,1,FALSE
U-0819ea,S-b7ef4c,26-10-2024,feature_28,10,940,0,FALSE
U-89e246,S-6d6bde,25-11-2024,feature_36,12,1044,0,FALSE
U-6e0c58,S-92d873,06-08-2024,feature_3,5,2835,0,FALSE
U-9df0f3,S-0abd10,04-09-2024,feature_40,12,1608,0,FALSE
U-76a353,S-a903ad,25-06-2023,feature_2,9,1899,0,FALSE
U-26b2d1,S-27c993,21-07-2024,feature_12,15,7125,3,FALSE
U-13cb7c,S-b784a1,15-03-2024,feature_13,14,5530,0,FALSE
U-e8c5c7,S-94fa70,28-02-2024,feature_31,9,3483,0,FALSE
U-36d605,S-c58ed5,24-08-2024,feature_25,10,3660,1,FALSE
U-125ab2,S-6b97b7,04-07-2023,feature_3,7,2373,0,FALSE
