ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-5a8cb8,A-9affe6,2024-08-19,2024-08-21,12,low,51,,f
T-580c71,A-068fc6,2023-04-15,2023-04-15,19,urgent,156,,f
T-2a19c6,A-52dd88,2023-12-14,2023-12-17,11,low,111,,f
T-836ae9,A-410e86,2023-12-22,2023-12-24,6,low,130,,f
T-1d4ad7,A-0be015,2024-01-04,2024-01-06,42,urgent,44,4,f
T-203b1e,A-69b156,2024-06-12,2024-06-14,18,high,92,4,f
T-69bbea,A-02fac6,2023-03-03,2023-03-03,50,medium,43,,f
T-b0f248,A-0be015,2024-11-26,2024-11-27,54,high,122,,f
T-0f0bde,A-e888d1,2024-09-24,2024-09-26,12,medium,168,4,f
T-b14d75,A-7641d3,2023-03-08,2023-03-10,18,medium,115,5,t
T-8580fd,A-3a5ad8,2023-06-09,2023-06-11,24,urgent,149,,f
T-2c4195,A-ffc04f,2024-01-08,2024-01-08,39,low,175,5,f
T-4a1a56,A-4e631b,2023-09-04,2023-09-05,49,urgent,86,,f
T-718543,A-f03140,2023-01-28,2023-01-30,5,urgent,46,3,f
T-a61271,A-05d3b3,2024-11-03,2024-11-05,7,urgent,3,,f
T-0766ec,A-e351e1,2024-12-29,2024-12-29,5,low,100,3,f
T-738fd8,A-7920cc,2024-03-15,2024-03-15,24,low,94,3,f
T-3b09c6,A-49b828,2023-11-04,2023-11-05,5,medium,93,,f
T-946568,A-e40f45,2023-01-02,2023-01-03,12,medium,24,,f
T-676fdf,A-7920cc,2024-10-04,2024-10-05,22,medium,122,,f
T-80fc65,A-d82ef9,2024-10-08,2024-10-10,6,low,116,,t
T-8caacd,A-eb7c38,2023-08-16,2023-08-16,39,urgent,56,,f
T-39076a,A-b7724f,2024-01-22,2024-01-23,36,urgent,15,3,f
T-77dffb,A-ee42db,2023-12-18,2023-12-18,36,medium,80,3,f
T-c752b7,A-e36807,2024-09-20,2024-09-20,23,high,145,5,f
T-77064e,A-cab532,2024-03-28,2024-03-29,41,low,175,4,f
T-5cf4eb,A-ce550d,2024-06-15,2024-06-15,11,high,169,4,f
T-b4957a,A-8ae3fc,2024-03-06,2024-03-06,20,urgent,73,,f
T-07694c,A-9779ad,2023-06-14,2023-06-14,12,high,96,,f
T-011d44,A-dfbd31,2024-03-29,2024-03-29,40,low,159,4,f
T-fc3f98,A-6f8ad2,2023-07-12,2023-07-14,5,urgent,17,4,f
T-466cea,A-ced9aa,2023-11-23,2023-11-23,23,medium,70,,f
T-1e7cbe,A-bb3bd4,2023-07-10,2023-07-11,49,high,158,,f
T-4e6353,A-ffc04f,2024-05-13,2024-05-14,52,low,123,,f
T-7098db,A-117171,2024-12-12,2024-12-14,6,low,95,4,f
T-ddcfa7,A-40906c,2024-05-26,2024-05-26,12,medium,84,3,f
T-016d69,A-f97b9a,2023-03-18,2023-03-19,54,high,85,,f
T-91aaf3,A-e1462e,2023-04-18,2023-04-20,12,high,122,4,f
T-39b9b3,A-779e4e,2023-03-24,2023-03-24,22,urgent,86,,f
T-3c3935,A-c1e51e,2023-01-29,2023-01-30,9,urgent,15,3,f
T-7ff36c,A-0cc442,2023-04-28,2023-04-28,24,medium,11,,f
T-153c4f,A-297a2d,2024-05-14,2024-05-16,13,high,9,,f
T-2b9ac2,A-cbbe12,2023-06-30,2023-07-02,6,low,163,5,f
T-59dfb0,A-82861f,2024-12-18,2024-12-20,22,medium,24,3,f
T-584792,A-d82ef9,2023-10-15,2023-10-17,16,low,121,4,f
T-a67c6a,A-40de06,2024-02-18,2024-02-20,10,urgent,24,,f
T-d035ff,A-86902e,2024-03-13,2024-03-15,12,urgent,22,,f
T-9e0fbe,A-42b791,2023-12-12,2023-12-13,11,urgent,34,3,f
T-7dfcbc,A-ac9111,2023-06-21,2023-06-21,17,urgent,94,5,f
T-bc73ad,A-fd7ad3,2024-10-08,2024-10-09,13,low,103,5,f
T-2d7007,A-bd4708,2024-12-13,2024-12-15,21,high,176,,f
T-eaf4bf,A-f446b6,2023-07-26,2023-07-27,9,urgent,114,5,f
T-885cc0,A-798a3f,2024-05-11,2024-05-11,20,high,33,5,f
T-73bcc4,A-d27f50,2024-05-01,2024-05-02,9,medium,108,5,f
T-882ab9,A-65c341,2023-07-23,2023-07-24,12,high,90,,f
T-88c429,A-700ade,2024-11-03,2024-11-04,7,urgent,22,,f
T-70430b,A-856b1e,2023-03-25,2023-03-26,5,low,8,,f
T-36a591,A-18793f,2023-12-09,2023-12-10,20,low,99,3,f
T-2a5b67,A-118d55,2023-07-24,2023-07-25,23,medium,47,5,f
T-7976e4,A-50f3f7,2023-06-17,2023-06-19,15,medium,31,5,f
T-d1973c,A-0532a9,2023-03-11,2023-03-13,7,low,88,,f
T-d2dda8,A-81edc3,2023-07-01,2023-07-02,20,high,75,3,f
T-d1454f,A-68f37c,2024-09-12,2024-09-12,49,medium,42,4,f
T-84745f,A-c16cf7,2023-01-20,2023-01-21,16,medium,165,,f
T-46f3a5,A-7c4956,2024-12-22,2024-12-22,7,low,64,,f
T-575b7e,A-e351e1,2023-10-05,2023-10-05,19,low,9,5,f
T-f79198,A-0f7d77,2023-11-30,2023-12-01,38,medium,17,,f
T-e65eaf,A-5b1bcd,2024-09-06,2024-09-07,19,urgent,14,,f
T-d23384,A-600734,2023-09-03,2023-09-05,8,high,74,4,f
T-c512cd,A-86cdb4,2024-11-07,2024-11-07,7,high,81,3,f
T-13a6c8,A-b44e3e,2023-12-27,2023-12-27,12,urgent,119,4,f
T-c53a87,A-10b8da,2023-02-19,2023-02-20,11,high,105,,f
T-accc3f,A-53f4e3,2024-01-20,2024-01-21,16,urgent,55,4,f
T-4d9add,A-6965e1,2023-08-12,2023-08-12,19,high,155,3,f
T-326fb6,A-1f559b,2023-06-28,2023-06-29,42,high,142,4,f
T-02ebc4,A-0354fe,2023-01-20,2023-01-20,17,low,78,5,f
T-d8ba4b,A-ffc04f,2023-11-12,2023-11-12,44,medium,17,5,f
T-2859a9,A-c1e51e,2024-10-29,2024-10-31,12,urgent,59,3,f
T-80caf3,A-7641d3,2023-02-21,2023-02-23,6,urgent,123,,f
T-fc38c0,A-a1b80b,2023-01-21,2023-01-22,11,low,107,3,f
T-2f8785,A-cdf020,2023-12-26,2023-12-26,7,low,121,5,f
T-c961eb,A-f9cc74,2024-12-09,2024-12-11,12,medium,26,3,f
T-5d144c,A-462d45,2023-09-18,2023-09-19,20,urgent,43,,f
T-3b9fea,A-f97b9a,2023-09-16,2023-09-16,43,low,58,,f
T-4616b9,A-17939a,2024-02-06,2024-02-08,10,high,105,5,f
T-149155,A-5b4ebb,2024-01-02,2024-01-02,5,medium,17,,f
T-2ef7b5,A-a1bbb6,2023-10-27,2023-10-27,14,high,168,,f
T-b8a88e,A-94c3cd,2023-03-20,2023-03-22,15,medium,175,4,f
T-e0928c,A-cbbe12,2023-09-04,2023-09-04,24,urgent,26,4,f
T-86e8cc,A-ced9aa,2023-07-20,2023-07-20,24,low,147,,f
T-1070ee,A-bb1eaa,2023-10-04,2023-10-06,6,urgent,178,,f
T-c5474d,A-00cac8,2023-06-06,2023-06-08,19,urgent,149,,f
T-3c2ede,A-a1bbb6,2023-08-24,2023-08-24,23,high,147,4,f
T-49f7fa,A-68f37c,2024-04-20,2024-04-20,36,high,139,,f
T-804db5,A-9f0b68,2024-12-09,2024-12-11,10,high,122,,f
T-b51da1,A-354f12,2023-08-03,2023-08-05,46,low,104,,f
T-b95195,A-cdf020,2023-07-11,2023-07-13,5,medium,28,,f
T-4013e1,A-5b4ebb,2023-02-19,2023-02-21,21,low,18,5,f
T-99dba7,A-dcc3f1,2024-05-01,2024-05-02,5,low,126,4,f
T-cbc3ab,A-1f7acb,2023-01-20,2023-01-22,23,high,155,5,f
T-2354bb,A-d26ab4,2023-08-30,2023-08-31,13,medium,72,,f
T-4e07bf,A-600734,2023-10-29,2023-10-29,20,urgent,123,3,f
T-c39af4,A-149a69,2024-10-19,2024-10-21,7,low,59,,f
T-4ebe83,A-6e7827,2024-09-25,2024-09-26,17,low,86,3,f
T-00f542,A-158f4e,2024-04-18,2024-04-19,14,medium,83,5,f
T-8d5902,A-e61e98,2023-07-01,2023-07-02,52,medium,58,5,f
T-dfd61e,A-b2af2e,2024-01-09,2024-01-11,21,low,91,4,f
T-a56288,A-4a267b,2023-06-22,2023-06-22,16,high,25,5,f
T-f45502,A-781cc0,2024-08-17,2024-08-19,23,high,120,5,f
T-3bc756,A-a0ca4e,2023-04-24,2023-04-24,14,low,129,4,t
T-eb6b8e,A-02cd81,2024-07-10,2024-07-10,14,high,99,4,t
T-01c405,A-c16b88,2023-03-15,2023-03-16,8,medium,121,,f
T-e6d7c6,A-c58f49,2024-08-13,2024-08-13,18,medium,95,5,f
T-f97a8b,A-0e966d,2024-09-11,2024-09-11,37,medium,100,5,t
T-ca8cb0,A-2b9d3e,2024-03-12,2024-03-13,21,low,127,5,f
T-5d7ef5,A-9ee962,2024-02-11,2024-02-13,24,high,23,4,f
T-78fcb1,A-39868b,2024-01-02,2024-01-02,24,urgent,16,5,f
T-5df3d2,A-c42f1f,2024-04-05,2024-04-06,21,high,97,,f
T-8206d0,A-9bfc9f,2024-09-23,2024-09-24,22,urgent,21,,f
T-fa1316,A-712426,2024-05-18,2024-05-20,14,low,169,4,f
T-ac52cc,A-87aa7b,2024-03-19,2024-03-19,10,medium,64,,f
T-e8ac58,A-1ac5e0,2023-01-10,2023-01-11,17,medium,21,5,f
T-cddf95,A-bcf87c,2024-01-09,2024-01-11,11,medium,40,3,f
T-c6ee94,A-f446b6,2024-11-25,2024-11-25,14,high,127,,t
T-9e6b9a,A-39868b,2023-06-10,2023-06-12,22,high,144,,f
T-b04488,A-d40bf7,2024-11-03,2024-11-03,21,urgent,80,5,f
T-2b0275,A-22f2df,2024-06-14,2024-06-16,13,high,49,,f
T-6676f9,A-3d957b,2024-03-05,2024-03-07,17,high,40,3,f
T-d66f0f,A-8b25f2,2023-12-03,2023-12-05,13,medium,15,5,f
T-4486bf,A-1619f8,2024-11-11,2024-11-12,23,urgent,152,,f
T-e34acc,A-9bfc9f,2023-08-24,2023-08-25,22,low,30,3,f
T-7d878f,A-54d94a,2024-07-19,2024-07-21,23,medium,18,3,f
T-508c6e,A-151c9a,2024-06-01,2024-06-01,8,medium,176,3,f
T-233db8,A-a0ca4e,2023-10-03,2023-10-04,24,low,133,3,f
T-d6e90f,A-e4bf56,2024-03-22,2024-03-24,13,urgent,142,3,f
T-ed09ab,A-94d3da,2024-12-27,2024-12-28,18,high,130,,f
T-2537ea,A-5a3eb9,2023-04-15,2023-04-16,7,high,71,,f
T-2d3ea5,A-e4bf56,2024-08-27,2024-08-28,22,urgent,124,,f
T-2e98ad,A-854864,2023-09-14,2023-09-16,15,medium,90,5,f
T-d6da92,A-2d1036,2024-11-30,2024-11-30,19,urgent,83,5,f
T-f367ef,A-c7ffc2,2023-10-12,2023-10-14,52,low,143,,f
T-df5e8e,A-b48f73,2023-06-22,2023-06-23,16,high,40,3,f
T-bf2cc6,A-e2cd1b,2023-05-12,2023-05-13,21,high,162,3,f
T-b43b6a,A-4ae22a,2024-08-09,2024-08-09,17,urgent,10,,f
T-0313d4,A-ad64c6,2024-11-04,2024-11-06,21,medium,173,,f
T-8d4cd3,A-f25509,2023-07-13,2023-07-15,8,high,169,,f
T-67350b,A-8adedc,2024-08-19,2024-08-19,15,low,19,,f
T-e6e1ba,A-d922bf,2023-05-28,2023-05-29,18,medium,146,,t
T-91edfc,A-92a3af,2024-03-30,2024-04-01,10,medium,68,,t
T-51cf8c,A-fe79a5,2023-05-25,2023-05-25,12,medium,123,5,f
T-ea95ef,A-751c58,2023-02-07,2023-02-08,10,medium,147,4,f
T-10ac61,A-2d4502,2024-05-02,2024-05-02,11,urgent,171,5,f
T-902d96,A-76fa4d,2024-12-27,2024-12-29,24,high,147,4,f
T-2b2a49,A-39b19f,2024-06-04,2024-06-05,39,medium,174,,f
T-4e9902,A-42b791,2023-06-22,2023-06-22,10,high,162,5,f
T-2d6f9d,A-fabe19,2023-05-23,2023-05-24,15,urgent,63,,f
T-21a62a,A-bc4d48,2024-09-20,2024-09-20,14,medium,104,5,f
T-435417,A-02cd81,2024-02-02,2024-02-02,17,urgent,44,5,f
T-f0ad1e,A-940b8b,2023-07-14,2023-07-14,19,low,164,5,f
T-e6e80e,A-ffc04f,2023-06-23,2023-06-23,47,urgent,21,,f
T-d553b7,A-39b19f,2023-08-06,2023-08-07,42,low,5,4,f
T-437e48,A-9174e0,2024-10-30,2024-10-31,21,urgent,161,5,f
T-1948cd,A-bc87bc,2023-11-10,2023-11-12,22,medium,28,,f
T-b9ca29,A-e98302,2024-08-28,2024-08-30,8,low,37,4,f
T-f9f1f5,A-e19ff6,2023-04-21,2023-04-23,22,high,109,4,f
T-81c410,A-3f9cc0,2023-12-07,2023-12-09,45,urgent,138,,f
T-99ec8e,A-f9cc74,2024-11-14,2024-11-16,17,low,129,3,f
T-27d929,A-10b8f2,2023-11-10,2023-11-12,17,urgent,26,5,f
T-6faf48,A-7c83a1,2024-04-21,2024-04-21,12,high,82,5,f
T-7b5e96,A-b9eed8,2024-09-29,2024-09-29,19,high,162,4,f
T-cc3d2a,A-b11cd0,2024-01-31,2024-01-31,17,medium,104,,f
T-437b2d,A-95b24a,2023-11-06,2023-11-07,43,high,12,3,f
T-9eecab,A-f3ff05,2023-07-17,2023-07-18,17,high,122,,f
T-cb95ef,A-c4ea60,2023-02-16,2023-02-18,48,low,74,3,f
T-1e080e,A-712426,2024-08-04,2024-08-04,5,urgent,66,5,f
T-da9234,A-7da956,2024-04-20,2024-04-21,24,medium,112,5,f
T-a6cf94,A-1b707d,2024-10-18,2024-10-19,37,medium,160,,f
T-82f258,A-ff3c73,2023-03-19,2023-03-21,19,medium,79,3,f
T-256979,A-038089,2023-04-02,2023-04-02,19,low,96,,f
T-8e9bd1,A-1f7acb,2024-06-27,2024-06-29,16,medium,131,5,f
T-544625,A-a8b49c,2023-09-23,2023-09-26,11,low,105,4,f
T-21611f,A-82861f,2023-01-27,2023-01-28,17,low,19,3,f
T-24643b,A-d922bf,2024-02-21,2024-02-21,7,low,130,3,f
T-298948,A-fdfc91,2024-02-06,2024-02-08,53,urgent,105,4,f
T-7ba83f,A-ffc04f,2023-02-01,2023-02-02,44,high,47,4,f
T-e14078,A-e2cd1b,2023-04-27,2023-04-27,17,urgent,16,,f
T-93a37f,A-95b24a,2023-08-08,2023-08-08,42,high,74,,f
T-519a0a,A-f5641b,2024-08-09,2024-08-11,22,medium,132,,f
T-dca519,A-ce66f8,2024-09-14,2024-09-14,9,urgent,47,,f
T-b9e44a,A-1ac5e0,2023-06-10,2023-06-12,5,medium,13,,f
T-17e8e9,A-7c6b6b,2023-09-03,2023-09-04,18,high,63,5,f
T-82ae01,A-49b828,2023-06-03,2023-06-03,16,medium,150,4,f
T-e51e43,A-4e960a,2023-04-30,2023-04-30,13,low,41,5,f
T-45e6da,A-1e6fc3,2024-03-08,2024-03-09,18,low,120,3,f
T-b5aa6f,A-7c83a1,2023-02-14,2023-02-15,22,low,85,4,f
T-09dd85,A-fd7ad3,2023-02-06,2023-02-06,6,low,12,3,f
T-1cd0a4,A-35083d,2024-06-25,2024-06-27,14,low,61,5,f
T-6e76a6,A-625d0b,2023-09-17,2023-09-18,40,urgent,141,,f
T-db00f6,A-c1e51e,2024-08-13,2024-08-14,10,urgent,101,3,f
T-d5ea25,A-9289f6,2024-10-14,2024-10-16,44,low,56,5,f
T-1bcdb6,A-cbd1a3,2024-06-28,2024-06-28,6,medium,12,4,f
T-7214d0,A-443f6f,2024-09-06,2024-09-06,52,urgent,42,5,f
T-a3df20,A-39ddf4,2024-03-09,2024-03-11,17,high,118,,f
T-4cc9eb,A-bc87bc,2024-12-29,2024-12-31,24,low,46,5,f
T-c1ca2b,A-7920cc,2023-06-18,2023-06-19,18,low,150,5,f
T-a80aac,A-443b7c,2023-06-18,2023-06-19,38,medium,12,,f
T-63aaba,A-241e75,2023-09-07,2023-09-08,5,medium,21,,f
T-9f7253,A-883b7d,2023-06-23,2023-06-23,51,urgent,144,4,f
T-4336b6,A-ed510f,2024-06-22,2024-06-24,17,low,19,,f
T-c30ac0,A-2f6a32,2024-05-06,2024-05-08,7,medium,5,4,f
T-37c256,A-856b1e,2024-01-11,2024-01-13,22,low,133,,f
T-fa88e4,A-95b24a,2024-03-14,2024-03-14,51,high,122,5,f
T-970159,A-e888d1,2024-02-09,2024-02-10,7,urgent,95,,t
T-665175,A-883b7d,2024-12-01,2024-12-01,43,urgent,13,3,f
T-2ca24a,A-42e5e1,2024-05-22,2024-05-22,8,high,51,4,f
T-7bc25b,A-337bc1,2023-08-10,2023-08-10,10,medium,7,4,f
T-df171c,A-09540c,2024-02-24,2024-02-25,14,high,72,4,f
T-ed6cdf,A-977ca0,2023-06-02,2023-06-05,5,medium,100,,f
T-07f485,A-55f257,2024-06-03,2024-06-05,12,urgent,150,5,f
T-df9fc9,A-43a9e3,2023-03-24,2023-03-26,8,urgent,90,4,f
T-8d4c7f,A-f446b6,2023-10-31,2023-11-02,15,urgent,68,,f
T-a9fa22,A-9a532a,2023-05-04,2023-05-06,10,low,81,,f
T-216c7c,A-fa3095,2024-06-27,2024-06-28,19,low,71,5,f
T-650a6d,A-fe79a5,2023-04-10,2023-04-12,17,high,26,5,f
T-b154de,A-600734,2023-04-16,2023-04-18,23,urgent,57,,t
T-8ece2f,A-9123ac,2024-09-09,2024-09-09,8,urgent,102,5,f
T-9e1726,A-5fe118,2023-07-25,2023-07-25,23,urgent,26,4,f
T-e45d87,A-296d7c,2024-07-08,2024-07-09,10,low,139,5,f
T-4da38c,A-42e5e1,2023-06-05,2023-06-06,16,low,69,4,f
T-4fd4ae,A-e7beab,2023-10-19,2023-10-21,17,low,110,,f
T-10a089,A-9c18c4,2024-04-22,2024-04-24,20,high,165,,f
T-09825e,A-dbc825,2024-09-30,2024-09-30,42,urgent,34,,f
T-bc2607,A-39b19f,2024-08-06,2024-08-08,44,high,155,5,f
T-418d3f,A-e98302,2023-06-29,2023-06-29,19,medium,84,4,f
T-22724b,A-94c3cd,2024-08-17,2024-08-19,8,high,145,3,f
T-9ce175,A-82d8a6,2024-03-05,2024-03-05,17,medium,164,,f
T-1173d2,A-7641d3,2024-12-14,2024-12-15,9,high,88,3,f
T-8cb85f,A-d82ef9,2023-05-07,2023-05-07,20,urgent,34,4,f
T-2b566c,A-cbd1a3,2024-09-08,2024-09-10,24,medium,167,,f
T-f93d8a,A-e83938,2023-12-23,2023-12-23,15,medium,41,,f
T-1374f5,A-6f50ae,2024-10-18,2024-10-19,8,medium,59,4,f
T-4adbf1,A-149a69,2023-03-22,2023-03-24,22,urgent,169,,f
T-67bfa4,A-eb7fac,2024-04-23,2024-04-24,10,urgent,75,4,f
T-f9ca4b,A-8ed5dd,2023-06-03,2023-06-03,48,low,180,5,f
T-320686,A-7c5768,2023-03-10,2023-03-10,7,high,170,5,f
T-a838f4,A-e36807,2024-05-22,2024-05-24,8,medium,159,4,f
T-d9f5fb,A-ab438f,2024-06-28,2024-06-30,11,urgent,86,4,f
T-4dc68c,A-1f0ac7,2024-04-12,2024-04-12,6,low,174,,f
T-5ef304,A-faa28c,2024-01-18,2024-01-19,6,low,139,4,f
T-cfec7f,A-089363,2023-08-22,2023-08-22,13,medium,75,4,f
T-9b3a8d,A-f1f639,2024-04-21,2024-04-21,24,urgent,90,4,f
T-706e49,A-5b1bcd,2024-03-16,2024-03-18,6,low,124,,f
T-a9e396,A-8adedc,2023-03-28,2023-03-30,11,low,124,,f
T-9df65f,A-c42f1f,2024-06-29,2024-06-30,20,urgent,8,,f
T-0e9c68,A-3d957b,2023-10-31,2023-11-01,19,urgent,125,,f
T-ff4462,A-702032,2024-07-23,2024-07-23,17,high,140,,f
T-e8df78,A-e83938,2024-12-01,2024-12-01,7,low,52,3,f
T-082788,A-00bed1,2023-12-14,2023-12-14,13,urgent,174,,f
T-b01917,A-625d0b,2023-12-24,2023-12-26,50,high,135,,f
T-559617,A-69b156,2023-07-15,2023-07-15,13,high,30,,f
T-e12097,A-86fc1d,2024-08-03,2024-08-04,39,urgent,29,5,f
T-73db23,A-89ee83,2023-01-26,2023-01-27,45,urgent,146,,f
T-aba492,A-3793ee,2023-09-14,2023-09-14,9,low,36,,f
T-b1c40d,A-139c3b,2023-04-05,2023-04-05,23,low,37,4,f
T-57b938,A-dfbd31,2023-07-22,2023-07-24,51,high,145,,f
T-13b65c,A-e43bf7,2024-04-24,2024-04-24,20,urgent,135,5,t
T-2c42d0,A-e693b6,2023-07-06,2023-07-06,8,urgent,144,3,f
T-fbc3c3,A-65a46c,2023-03-17,2023-03-18,48,urgent,51,,f
T-383e2b,A-86fc1d,2024-12-24,2024-12-24,38,urgent,140,,f
T-cdecbd,A-9c18c4,2024-12-08,2024-12-08,5,low,133,3,f
T-8934e8,A-92a3af,2024-04-22,2024-04-24,18,medium,49,,f
T-9d9a08,A-66224b,2024-03-22,2024-03-24,15,urgent,105,3,f
T-19c13c,A-fdfc91,2023-04-27,2023-04-27,54,urgent,177,,f
T-f5bee9,A-c16cf7,2023-07-18,2023-07-20,6,low,124,3,f
T-61208e,A-2789e3,2024-10-09,2024-10-11,52,medium,3,4,f
T-454d17,A-b3fe05,2023-09-01,2023-09-01,19,urgent,90,3,f
T-3e18cf,A-35083d,2024-09-27,2024-09-29,8,high,152,,f
T-ead922,A-86902e,2024-06-03,2024-06-03,18,urgent,16,5,f
T-da4f37,A-69b156,2024-09-01,2024-09-01,6,low,161,4,f
T-0e6a8b,A-b44e3e,2024-06-23,2024-06-25,15,medium,66,4,f
T-a1bceb,A-3a7284,2023-09-24,2023-09-25,12,high,105,,f
T-57367e,A-b3fe05,2024-12-06,2024-12-08,7,high,39,,f
T-0aeed3,A-e5d6ab,2024-06-27,2024-06-28,19,low,151,,f
T-c67fd7,A-d3c88e,2024-06-28,2024-06-30,5,urgent,30,,f
T-60c7c9,A-02fac6,2023-10-17,2023-10-18,39,low,45,,f
T-47940c,A-a865bd,2024-11-22,2024-11-23,22,medium,34,3,f
T-c17382,A-9f0b68,2024-05-10,2024-05-10,15,urgent,89,3,f
T-574fcf,A-09540c,2023-03-25,2023-03-26,22,medium,106,5,f
T-136b9e,A-e4144b,2023-05-06,2023-05-08,7,high,164,,f
T-14733a,A-0b0d6d,2023-05-06,2023-05-06,13,high,155,5,t
T-2fc301,A-7c4956,2024-06-10,2024-06-10,10,high,102,4,f
T-5f7300,A-54d94a,2024-07-25,2024-07-27,23,medium,117,,f
T-d84002,A-1619f8,2023-02-16,2023-02-18,13,low,2,5,f
T-d85104,A-f9cc74,2024-06-18,2024-06-18,6,low,151,5,f
T-b6eb59,A-0532a9,2024-09-07,2024-09-07,14,medium,4,,f
T-da4869,A-342303,2023-09-11,2023-09-11,11,medium,79,5,f
T-81b73d,A-ccc747,2023-01-28,2023-01-30,13,medium,9,,f
T-a6e8f4,A-751c58,2024-02-16,2024-02-18,9,low,172,4,f
T-6b989d,A-328bd0,2024-09-06,2024-09-08,11,high,49,,f
T-2694cc,A-2ebb4b,2023-07-03,2023-07-05,13,high,124,3,f
T-60bb06,A-417d2f,2024-11-20,2024-11-22,10,low,144,,f
T-e733d2,A-c1dfe1,2023-05-09,2023-05-11,9,low,133,,f
T-1103cb,A-40906c,2024-08-01,2024-08-01,9,low,113,5,f
T-659542,A-443f6f,2024-03-18,2024-03-18,40,low,167,4,f
T-9b4be2,A-1b7577,2024-04-08,2024-04-09,22,low,112,5,f
T-b43d8e,A-3cc791,2024-12-09,2024-12-09,39,low,84,,f
T-863c07,A-34d880,2023-04-07,2023-04-08,36,urgent,12,3,f
T-f62fdf,A-854864,2023-02-24,2023-02-24,18,high,23,4,f
T-f255e4,A-40a557,2023-01-08,2023-01-09,6,medium,146,3,f
T-fad580,A-410e86,2023-12-04,2023-12-06,8,low,103,3,f
T-1dd5b9,A-1b7577,2023-08-08,2023-08-08,23,high,74,,f
T-7d4d61,A-4f18f0,2024-06-11,2024-06-13,18,urgent,75,5,f
T-742d41,A-149a69,2024-09-27,2024-09-27,20,medium,63,5,f
T-b72962,A-410e86,2024-04-25,2024-04-27,8,medium,128,,f
T-fb779c,A-5b1bcd,2024-04-09,2024-04-11,9,urgent,89,4,f
T-204881,A-671f31,2024-07-24,2024-07-25,12,urgent,80,5,f
T-3d5a91,A-bb1eaa,2024-09-12,2024-09-12,9,urgent,78,5,f
T-3aa7e7,A-69b156,2024-02-28,2024-02-29,19,low,96,,f
T-c195e0,A-075038,2024-10-15,2024-10-16,13,high,4,3,f
T-7dc53f,A-8b25f2,2024-02-04,2024-02-04,13,low,86,3,f
T-1b9c71,A-f03140,2023-02-11,2023-02-13,13,high,79,,f
T-921d17,A-eb2fdc,2023-05-23,2023-05-24,18,low,50,4,f
T-16a224,A-4437e4,2024-07-05,2024-07-06,21,medium,134,,f
T-95e4a6,A-4a4c2d,2024-11-15,2024-11-16,10,high,128,5,f
T-c014ff,A-40de06,2023-03-21,2023-03-23,10,low,68,,f
T-49e4f6,A-a45270,2024-10-22,2024-10-24,38,high,46,4,f
T-83656f,A-117171,2023-12-19,2023-12-20,6,low,33,4,f
T-4630ac,A-67be94,2023-07-20,2023-07-21,40,urgent,47,,f
T-539103,A-65a46c,2023-06-19,2023-06-21,50,urgent,134,3,f
T-519f79,A-702032,2024-07-09,2024-07-09,7,low,176,3,f
T-5b3664,A-751c58,2024-08-05,2024-08-05,23,low,60,,f
T-db5a57,A-66224b,2024-10-17,2024-10-18,8,high,43,5,f
T-b52bf0,A-855a48,2023-11-03,2023-11-04,8,high,157,4,f
T-3b9875,A-4a267b,2024-05-09,2024-05-11,15,urgent,168,,f
T-ba77b3,A-bc87bc,2023-10-31,2023-11-01,24,high,136,,f
T-762c9d,A-86902e,2024-05-11,2024-05-12,7,high,118,,f
T-74476f,A-bb3bd4,2023-05-22,2023-05-24,51,low,145,,f
T-5bca42,A-0532a9,2023-02-11,2023-02-11,9,low,62,,f
T-116765,A-c4ea60,2024-05-23,2024-05-23,40,urgent,65,4,f
T-53a3f9,A-2e4581,2024-12-10,2024-12-10,23,high,118,,f
T-dc9ef3,A-139c3b,2023-06-21,2023-06-23,9,urgent,63,,f
T-3830ca,A-5c9849,2024-01-31,2024-02-02,5,urgent,7,,f
T-c18da8,A-7f6b86,2024-07-19,2024-07-19,5,high,91,,f
T-d65b5b,A-328bd0,2024-03-06,2024-03-07,16,medium,103,3,f
T-2b8a81,A-9affe6,2023-07-05,2023-07-07,15,urgent,12,3,f
T-8416bb,A-9affe6,2024-02-20,2024-02-22,21,high,165,,f
T-d03843,A-883b7d,2024-01-25,2024-01-25,41,urgent,14,,f
T-0171b1,A-4a4c2d,2024-05-09,2024-05-11,23,high,153,4,f
T-93c07c,A-17939a,2024-08-01,2024-08-01,9,low,152,4,f
T-c7e31c,A-3cc791,2024-07-09,2024-07-11,39,high,179,,f
T-d466fd,A-65c341,2024-05-06,2024-05-06,16,high,122,,f
T-34db33,A-625d0b,2024-11-19,2024-11-21,36,medium,21,,f
T-a6af13,A-84ebe4,2024-12-02,2024-12-03,17,low,149,,f
T-aacbf9,A-7920cc,2023-10-17,2023-10-18,8,medium,160,,f
T-ede109,A-de24d5,2023-01-31,2023-02-02,5,medium,165,,f
T-578a17,A-5790f4,2024-02-21,2024-02-24,12,low,133,,t
T-10521d,A-8ae3fc,2024-02-20,2024-02-21,21,urgent,110,3,f
T-6816fd,A-d4ac0e,2024-10-23,2024-10-23,21,medium,28,3,f
T-5d5c80,A-684255,2024-04-12,2024-04-12,21,urgent,153,4,f
