subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,billing_frequency,auto_renew_flag,change_type
S-482962,A-de24d5,2024-11-06,,Pro,20,980,11760,f,f,f,annual,t,no_change
S-e77d56,A-9289f6,2023-12-06,,Basic,1,19,228,f,f,f,monthly,t,no_change
S-658bcb,A-0cc442,2024-08-14,,Enterprise,45,8955,107460,f,f,f,monthly,t,no_change
S-56c23b,A-e888d1,2024-10-31,,Enterprise,19,3781,45372,f,f,f,annual,f,no_change
S-39f1b0,A-bf7919,2024-12-10,,Enterprise,8,0,0,t,f,f,annual,t,no_change
S-21d0ab,A-a1b80b,2024-07-21,,Basic,22,418,5016,f,f,f,monthly,t,no_change
S-b27c2f,A-625d0b,2024-12-24,,Pro,17,833,9996,f,f,f,monthly,t,no_change
S-1224ea,A-474ad4,2023-12-10,,Pro,8,0,0,t,f,f,monthly,t,no_change
S-0d8293,A-425e76,2023-11-18,,Pro,71,3479,41748,f,f,f,monthly,t,no_change
S-f409d8,A-0651a4,2024-12-04,,Enterprise,16,3184,38208,f,f,f,annual,t,no_change
S-374511,A-e89151,2024-04-01,,Enterprise,10,1990,23880,f,f,f,monthly,t,no_change
S-c1f160,A-ccabf0,2024-07-14,2024-12-04,Pro,2,98,1176,f,f,t,annual,t,downgrade
S-2b58a7,A-7c5768,2024-07-07,,Basic,3,57,684,f,f,f,monthly,t,no_change
S-4dfd17,A-bcbe98,2024-07-29,,Basic,46,874,10488,f,t,t,monthly,t,conflict
S-4781b1,A-558c72,2023-06-12,,Pro,16,784,9408,f,f,f,monthly,t,no_change
S-c53808,A-712426,2024-12-08,,Pro,12,588,7056,f,f,f,monthly,t,no_change
S-e3165d,A-3b5cd1,2023-10-09,,Pro,21,1029,12348,f,f,f,monthly,t,no_change
S-0334aa,A-acb7f7,2024-04-12,,Pro,41,2009,24108,f,t,f,annual,t,upgrade
S-6c625e,A-854864,2024-12-15,,Pro,91,4459,53508,f,f,f,monthly,f,no_change
S-e48c4d,A-439b2f,2024-03-09,,Basic,7,133,1596,f,f,f,annual,t,no_change
S-322a59,A-a8b49c,2024-02-17,,Pro,26,1274,15288,f,f,f,monthly,t,no_change
S-41b844,A-94d3da,2023-06-03,,Pro,41,2009,24108,f,f,f,monthly,f,no_change
S-12125f,A-e5d6ab,2023-08-08,,Basic,3,57,684,f,f,f,monthly,t,no_change
S-91709b,A-ab438f,2024-11-26,2024-12-31,Enterprise,23,4577,54924,f,f,f,annual,t,no_change
S-ff681f,A-bbc346,2024-08-31,,Enterprise,19,3781,45372,f,t,f,annual,f,upgrade
S-6b534f,A-08e34e,2024-12-31,,Enterprise,14,2786,33432,f,f,f,monthly,t,no_change
S-2d3434,A-425e76,2023-07-22,,Pro,8,392,4704,f,f,f,annual,t,no_change
S-b8caad,A-ac14bb,2023-09-27,,Pro,21,1029,12348,f,f,f,annual,f,no_change
S-58ab69,A-58b9ff,2024-09-27,,Pro,63,3087,37044,f,f,t,monthly,t,downgrade
S-6c877e,A-712533,2023-08-13,,Enterprise,18,0,0,t,f,f,monthly,t,no_change
S-ff4611,A-c9bb3e,2024-04-25,,Pro,123,6027,72324,f,f,f,annual,t,no_change
S-f3c329,A-1f0636,2024-09-02,,Basic,105,1995,23940,f,f,f,annual,t,no_change
S-270a4e,A-6c093d,2024-01-17,,Basic,7,133,1596,f,t,f,monthly,t,upgrade
S-2a312e,A-034368,2024-06-21,,Basic,26,494,5928,f,f,f,monthly,t,no_change
S-3aa11b,A-7c83a1,2024-09-27,,Pro,12,588,7056,f,f,f,annual,t,no_change
S-0a8cff,A-016043,2024-09-28,,Enterprise,12,0,0,t,t,f,monthly,t,upgrade
S-b4d224,A-4c6f11,2024-05-31,,Basic,27,513,6156,f,f,t,annual,t,downgrade
S-f0e458,A-ab438f,2024-12-27,,Pro,77,0,0,t,f,f,monthly,t,no_change
S-af5ec3,A-8e47ca,2024-08-23,,Enterprise,19,3781,45372,f,f,f,monthly,t,no_change
S-683c6b,A-e36807,2024-11-21,,Enterprise,14,2786,33432,f,f,f,annual,t,no_change
S-1df679,A-508199,2024-04-26,,Enterprise,19,3781,45372,f,f,f,annual,t,no_change
S-ca74fe,A-dfbd31,2024-07-30,,Pro,14,686,8232,f,f,f,annual,f,no_change
S-061025,A-c45b23,2024-11-16,,Pro,7,343,4116,f,f,f,annual,t,no_change
S-333abd,A-a1b80b,2024-07-05,,Basic,16,304,3648,f,f,f,annual,t,no_change
S-5281ee,A-427b69,2024-09-27,,Pro,17,0,0,t,f,f,annual,f,no_change
S-1bf697,A-acb7f7,2024-08-31,,Pro,32,1568,18816,f,f,f,monthly,t,no_change
S-9b8167,A-054577,2024-05-08,,Pro,29,1421,17052,f,f,f,monthly,t,no_change
S-585d4c,A-00bed1,2024-05-06,,Enterprise,28,5572,66864,f,t,f,monthly,t,upgrade
S-cdd281,A-39ddf4,2024-12-30,,Enterprise,40,7960,95520,f,f,f,monthly,t,no_change
S-f83141,A-659280,2024-12-26,,Basic,17,0,0,t,f,f,annual,f,no_change
S-3af429,A-9077b0,2024-12-10,,Basic,30,0,0,t,t,f,monthly,t,upgrade
S-0cb4fe,A-560d27,2024-05-31,,Enterprise,71,14129,169548,f,f,f,monthly,t,no_change
S-da3b68,A-5c046d,2024-11-23,,Enterprise,93,18507,222084,f,f,f,monthly,t,no_change
S-620b62,A-d42431,2024-08-06,,Enterprise,22,4378,52536,f,t,f,annual,f,upgrade
S-4056f6,A-86cdb4,2024-10-06,,Pro,2,98,1176,f,f,f,annual,t,no_change
S-7a1803,A-443b7c,2024-10-26,,Enterprise,11,0,0,t,f,f,annual,t,no_change
S-ddc51c,A-ad296b,2024-12-09,,Pro,38,1862,22344,f,f,f,annual,t,no_change
S-ba228b,A-a33200,2024-12-20,,Basic,29,551,6612,f,f,f,monthly,t,no_change
S-e3255c,A-600734,2024-10-08,,Pro,29,1421,17052,f,f,f,monthly,t,no_change
S-5619af,A-1d5444,2024-04-23,,Enterprise,24,4776,57312,f,f,f,monthly,f,no_change
S-47048b,A-0f7d77,2024-12-31,,Basic,7,133,1596,f,f,f,annual,t,no_change
S-b60208,A-9174e0,2024-12-06,,Enterprise,37,0,0,t,f,f,annual,t,no_change
S-64d203,A-f17767,2024-03-20,,Pro,9,441,5292,f,f,f,monthly,t,no_change
S-a87ff6,A-4e960a,2024-12-08,,Basic,12,228,2736,f,f,f,monthly,t,no_change
S-0ff481,A-6c093d,2023-04-30,,Basic,15,285,3420,f,f,f,annual,f,no_change
S-bb3c63,A-94d3da,2023-12-01,,Basic,41,779,9348,f,f,f,monthly,t,no_change
S-55aa8a,A-bad8c1,2023-11-15,,Pro,60,0,0,t,f,f,monthly,t,no_change
S-196dc6,A-eb2fdc,2024-05-22,,Enterprise,47,9353,112236,f,f,f,annual,t,no_change
S-afa7a7,A-1b9609,2024-10-03,,Enterprise,25,0,0,t,f,f,annual,t,no_change
S-fcef74,A-ad64c6,2024-09-08,,Pro,12,588,7056,f,f,f,monthly,t,no_change
S-a3129d,A-712426,2024-12-07,,Enterprise,18,0,0,t,f,f,annual,t,no_change
S-8def89,A-cbd1a3,2024-11-27,,Enterprise,8,1592,19104,f,f,f,annual,t,no_change
S-a2cde5,A-463db0,2024-12-20,,Pro,15,735,8820,f,f,f,annual,f,no_change
S-c855b0,A-ac14bb,2024-01-16,,Enterprise,71,14129,169548,f,t,f,annual,t,upgrade
S-85ddea,A-cc1d8d,2024-12-20,,Enterprise,5,995,11940,f,f,f,monthly,t,no_change
S-982ee2,A-eb2fdc,2024-11-07,,Enterprise,31,6169,74028,f,f,f,annual,t,no_change
S-6ce11a,A-ac85cd,2024-12-03,,Basic,53,1007,12084,f,f,f,annual,t,no_change
S-d638c7,A-832ec2,2024-07-25,,Basic,31,589,7068,f,t,f,annual,t,upgrade
S-f967c2,A-029f69,2024-12-10,,Basic,7,133,1596,f,f,f,monthly,t,no_change
S-196c1e,A-7df7a7,2024-11-04,,Basic,7,133,1596,f,f,f,annual,t,no_change
S-559e85,A-53f4e3,2024-12-22,,Pro,29,1421,17052,f,f,f,monthly,t,no_change
S-af7a2c,A-dcc2f0,2024-11-13,,Basic,22,418,5016,f,t,f,annual,t,upgrade
S-e66253,A-d5a319,2024-11-19,,Enterprise,15,2985,35820,f,f,f,annual,t,no_change
S-25f647,A-425e76,2024-07-10,,Basic,37,703,8436,f,f,f,monthly,t,no_change
S-766d8b,A-82861f,2024-05-27,2024-11-15,Enterprise,41,8159,97908,f,f,f,monthly,t,no_change
S-39f1ed,A-6dee43,2024-04-27,,Pro,3,147,1764,f,f,f,monthly,t,no_change
S-70c734,A-bd4708,2024-09-05,,Pro,37,1813,21756,f,f,f,annual,t,no_change
S-e44831,A-bb2f49,2024-12-26,,Pro,28,1372,16464,f,f,f,monthly,f,no_change
S-21c164,A-029f69,2024-12-31,,Basic,34,646,7752,f,f,f,annual,t,no_change
S-d83789,A-104f1a,2024-12-10,,Pro,24,1176,14112,f,f,f,monthly,t,no_change
S-dafec3,A-684255,2024-09-09,,Enterprise,9,1791,21492,f,f,f,annual,f,no_change
S-9cd745,A-cab532,2023-07-24,,Enterprise,11,2189,26268,f,f,f,monthly,t,no_change
S-90e2d7,A-8ae3fc,2024-07-17,,Basic,31,589,7068,f,f,f,annual,t,no_change
S-ca72d9,A-bcf664,2024-01-29,,Basic,55,1045,12540,f,f,f,annual,t,no_change
S-e05562,A-075038,2023-11-08,,Pro,17,833,9996,f,f,f,monthly,t,no_change
S-c14073,A-ba6516,2024-01-30,,Basic,27,513,6156,f,t,f,annual,t,upgrade
S-01b2dc,A-cc102e,2024-12-23,,Basic,13,247,2964,f,t,f,annual,t,upgrade
S-e25e6e,A-5a92e7,2024-12-07,,Basic,4,76,912,f,f,f,monthly,t,no_change
S-47e122,A-271f46,2023-07-01,,Basic,38,722,8664,f,f,f,monthly,t,no_change
S-5856ab,A-3c1a3f,2024-05-06,2024-11-25,Pro,19,931,11172,f,f,f,annual,t,no_change
S-edd29b,A-592832,2024-12-24,,Enterprise,18,3582,42984,f,f,f,annual,t,no_change
S-dc77b7,A-cbd1a3,2024-12-29,,Basic,20,380,4560,f,f,f,annual,t,no_change
S-2d0c1f,A-241e75,2024-07-11,,Pro,46,2254,27048,f,f,f,annual,t,no_change
S-ac42e8,A-417d2f,2024-09-08,,Basic,49,931,11172,f,f,f,monthly,f,no_change
S-5c3f50,A-f3ff05,2024-09-11,,Enterprise,4,796,9552,f,f,f,annual,t,no_change
S-84e658,A-922109,2024-08-18,,Enterprise,3,0,0,t,f,f,monthly,f,no_change
S-1dbbc2,A-42b791,2024-12-30,,Basic,20,380,4560,f,f,f,monthly,f,no_change
S-b633be,A-6c093d,2023-09-26,2024-07-14,Basic,62,0,0,t,f,f,monthly,t,no_change
S-a1676a,A-bb3bd4,2024-05-06,,Pro,23,1127,13524,f,f,f,annual,t,no_change
S-e958ba,A-417d2f,2024-03-29,,Pro,13,637,7644,f,f,f,monthly,t,no_change
S-86571c,A-d26ab4,2024-12-27,,Enterprise,33,6567,78804,f,f,f,monthly,t,no_change
S-4193dd,A-4e631b,2024-10-13,,Basic,22,418,5016,f,f,f,monthly,t,no_change
S-860bc8,A-42e5e1,2024-08-29,,Basic,1,19,228,f,f,f,annual,t,no_change
S-2e78ce,A-84ebe4,2024-04-15,2024-10-22,Basic,18,342,4104,f,f,f,monthly,t,no_change
S-b5a1a0,A-474ad4,2023-12-04,,Basic,10,190,2280,f,t,t,annual,t,conflict
S-480226,A-7f6b86,2024-05-21,,Basic,45,855,10260,f,t,f,annual,t,upgrade
S-be828b,A-cbbe12,2023-08-09,,Pro,40,1960,23520,f,f,f,monthly,t,no_change
S-3ffd93,A-cc1d8d,2024-12-23,,Basic,39,741,8892,f,f,f,monthly,t,no_change
S-94d88f,A-ccc747,2024-09-11,,Pro,16,784,9408,f,f,f,annual,f,no_change
S-b27c39,A-484819,2023-06-02,2024-07-03,Basic,18,342,4104,f,t,f,monthly,t,upgrade
S-d073bb,A-a1bbb6,2023-08-13,,Enterprise,9,1791,21492,f,f,f,monthly,t,no_change
S-afe3b8,A-cc1d8d,2024-12-10,,Pro,16,784,9408,f,f,f,monthly,t,no_change
S-bbd8b5,A-54ecc2,2023-11-26,,Basic,4,76,912,f,f,f,annual,t,no_change
S-6d10f7,A-7641d3,2024-11-17,,Pro,16,784,9408,f,f,f,monthly,t,no_change
S-491d53,A-3cc791,2024-05-23,,Pro,12,588,7056,f,f,f,monthly,t,no_change
S-cfedb3,A-54d94a,2024-07-16,,Basic,27,513,6156,f,f,f,annual,t,no_change
S-62a617,A-2d1036,2024-09-23,2024-10-17,Basic,69,1311,15732,f,f,f,annual,f,no_change
S-0b3f0c,A-3be56b,2024-06-12,,Enterprise,3,0,0,t,f,f,monthly,t,no_change
S-e5909f,A-b44e3e,2024-04-17,,Pro,40,1960,23520,f,t,f,annual,t,upgrade
S-53ff75,A-acb7f7,2024-11-26,,Basic,32,608,7296,f,f,t,monthly,t,downgrade
S-4a724b,A-00bed1,2024-08-06,,Pro,28,1372,16464,f,f,f,annual,t,no_change
S-ce90ba,A-812c5b,2024-04-03,,Pro,55,0,0,t,f,f,monthly,t,no_change
S-672dd6,A-05d3b3,2023-08-03,,Enterprise,16,3184,38208,f,f,f,monthly,t,no_change
S-78172b,A-f9cc74,2024-10-30,,Enterprise,30,5970,71640,f,f,f,monthly,t,no_change
S-ea9f08,A-b9eed8,2024-07-14,,Pro,13,637,7644,f,f,t,annual,t,downgrade
S-5aa854,A-328bd0,2024-04-29,,Pro,18,882,10584,f,f,f,annual,t,no_change
S-e81358,A-d77f4c,2024-02-29,,Pro,29,1421,17052,f,f,f,annual,t,no_change
S-e95f57,A-1986ca,2024-09-24,,Enterprise,20,3980,47760,f,f,f,monthly,f,no_change
S-0027d3,A-e693b6,2024-05-04,,Basic,55,1045,12540,f,f,f,annual,t,no_change
S-3ce79c,A-781cc0,2024-10-17,,Enterprise,22,4378,52536,f,f,f,monthly,f,no_change
S-6e81f5,A-bece89,2024-10-18,,Pro,38,1862,22344,f,f,f,annual,t,no_change
S-775a4f,A-7c83a1,2024-07-18,,Enterprise,19,3781,45372,f,f,f,monthly,t,no_change
S-f4e6c0,A-2f6a32,2024-11-16,,Basic,19,0,0,t,f,f,monthly,t,no_change
S-089366,A-e60f9d,2024-11-12,,Basic,29,551,6612,f,f,f,annual,t,no_change
S-a19f87,A-bb1486,2024-12-18,,Pro,41,2009,24108,f,f,f,annual,t,no_change
S-2de283,A-117171,2024-11-27,,Pro,45,0,0,t,f,f,monthly,t,no_change
S-f497df,A-751c58,2024-12-21,,Basic,71,1349,16188,f,f,f,annual,t,no_change
S-c8a4ff,A-fabe19,2024-12-24,2024-12-29,Enterprise,23,4577,54924,f,f,f,annual,f,no_change
S-294d8b,A-9289f6,2024-09-15,,Enterprise,17,3383,40596,f,f,f,monthly,t,no_change
S-a3927a,A-378b99,2024-12-02,2024-12-30,Enterprise,8,1592,19104,f,f,f,annual,t,no_change
S-2cf162,A-a8d89d,2024-04-12,,Basic,13,247,2964,f,f,f,annual,t,no_change
S-7be036,A-3a7284,2024-12-28,,Pro,31,1519,18228,f,t,f,annual,t,upgrade
S-1facfc,A-7df7a7,2024-03-04,,Pro,7,343,4116,f,f,f,annual,t,no_change
S-ccdc31,A-970c97,2024-12-16,,Pro,19,931,11172,f,f,f,annual,t,no_change
S-d3efa2,A-a1bbb6,2023-12-21,,Enterprise,11,2189,26268,f,f,f,monthly,t,no_change
S-dcc1a5,A-029f69,2024-05-09,,Pro,26,1274,15288,f,f,f,annual,f,no_change
S-0d2fb8,A-43a9e3,2023-09-20,,Basic,22,418,5016,f,f,f,annual,f,no_change
S-0fcf7d,A-e08cd3,2024-11-23,,Pro,67,3283,39396,f,f,f,annual,f,no_change
S-e76552,A-474ad4,2024-09-13,,Pro,8,392,4704,f,f,f,monthly,f,no_change
S-c14566,A-313be3,2023-12-11,,Pro,47,2303,27636,f,f,f,annual,t,no_change
S-a2fb62,A-443f6f,2024-12-10,,Pro,19,931,11172,f,f,f,annual,t,no_change
S-bd1912,A-0cc442,2024-10-06,2024-10-23,Basic,97,1843,22116,f,f,f,monthly,t,no_change
S-d5605e,A-e351e1,2024-11-11,,Basic,33,0,0,t,f,f,monthly,f,no_change
S-b9c635,A-87aa7b,2024-06-02,,Pro,24,1176,14112,f,f,t,monthly,t,downgrade
S-f2dd76,A-443b7c,2024-11-13,2024-11-21,Pro,39,0,0,t,f,f,monthly,f,no_change
S-e7de53,A-4a4c2d,2024-07-08,,Basic,54,1026,12312,f,f,f,monthly,t,no_change
S-8ed780,A-bc87bc,2024-12-09,,Basic,13,247,2964,f,f,f,monthly,t,no_change
S-6a017c,A-6f8ad2,2024-10-03,,Enterprise,5,995,11940,f,f,f,annual,f,no_change
S-f2e134,A-4f18f0,2024-08-09,2024-10-07,Basic,25,475,5700,f,f,f,monthly,t,no_change
S-9fbdfb,A-e4144b,2024-11-25,,Enterprise,79,0,0,t,t,f,annual,t,upgrade
S-2416eb,A-cd458b,2024-08-14,,Basic,10,190,2280,f,f,f,monthly,t,no_change
S-20812a,A-5a3eb9,2024-06-14,,Pro,69,3381,40572,f,f,f,monthly,t,no_change
S-e88276,A-66224b,2024-12-06,,Basic,92,1748,20976,f,f,f,monthly,t,no_change
S-51cb35,A-18793f,2024-12-20,2024-12-29,Basic,148,2812,33744,f,f,f,annual,t,no_change
S-53e028,A-fdfc91,2024-09-14,,Basic,111,2109,25308,f,f,f,monthly,t,no_change
S-f64908,A-1ac5e0,2024-12-11,,Basic,33,0,0,t,f,f,monthly,f,no_change
S-a0c741,A-40906c,2024-06-19,,Basic,92,1748,20976,f,f,f,monthly,f,no_change
S-65d722,A-df10db,2023-09-23,,Basic,2,38,456,f,f,f,monthly,t,no_change
S-5b9bb9,A-bc4d48,2024-08-29,,Pro,35,1715,20580,f,f,f,annual,f,no_change
S-84c44b,A-9bfc9f,2024-01-01,,Basic,53,1007,12084,f,t,f,monthly,t,upgrade
S-0fb7bb,A-87aa7b,2024-06-05,,Pro,24,1176,14112,f,f,t,annual,f,downgrade
S-cdc644,A-76fa4d,2024-12-03,2024-12-31,Enterprise,69,13731,164772,f,f,f,annual,t,no_change
S-c57c91,A-39ddf4,2024-12-24,,Pro,40,1960,23520,f,f,f,monthly,t,no_change
S-2d7947,A-4e960a,2024-06-04,,Basic,12,228,2736,f,f,f,annual,t,no_change
S-b81200,A-7c6b6b,2024-12-21,,Pro,6,294,3528,f,f,f,monthly,t,no_change
S-8ea942,A-0651a4,2024-12-19,,Enterprise,36,0,0,t,f,f,annual,t,no_change
S-0146f6,A-7641d3,2024-05-13,,Enterprise,13,2587,31044,f,f,f,monthly,t,no_change
S-8b0950,A-dfbd31,2024-02-15,,Enterprise,14,2786,33432,f,f,f,monthly,f,no_change
S-5bbb5b,A-ffc04f,2024-12-01,,Enterprise,15,2985,35820,f,f,t,annual,t,downgrade
S-ecefa1,A-40a557,2024-06-26,,Basic,25,475,5700,f,f,f,monthly,t,no_change
S-1526b7,A-2f6a32,2024-11-24,,Pro,19,931,11172,f,t,f,annual,t,upgrade
S-55d484,A-52dd88,2023-12-15,,Basic,23,0,0,t,f,f,annual,t,no_change
S-94471b,A-ffc04f,2024-10-04,,Basic,13,247,2964,f,f,f,monthly,f,no_change
S-eb4b0a,A-acb7f7,2024-12-28,,Basic,32,608,7296,f,f,f,annual,t,no_change
S-f7a5b9,A-ffdfd5,2024-04-24,,Pro,11,539,6468,f,f,f,annual,t,no_change
S-410fd5,A-a1b80b,2024-06-09,,Basic,19,361,4332,f,f,f,annual,t,no_change
S-32ab86,A-7c6b6b,2024-12-28,,Pro,23,1127,13524,f,f,f,monthly,t,no_change
S-9e8b22,A-7c6b6b,2024-12-16,2024-12-23,Pro,6,294,3528,f,f,f,annual,t,no_change
S-bf4ec8,A-7a0d69,2024-08-20,,Pro,15,735,8820,f,f,f,monthly,t,no_change
S-a25d8b,A-40a557,2024-03-24,,Enterprise,55,10945,131340,f,f,f,monthly,t,no_change
S-37f480,A-87aa7b,2024-05-25,,Pro,27,1323,15876,f,f,f,annual,f,no_change
S-c27e9c,A-9f2731,2024-11-02,,Basic,38,722,8664,f,f,f,monthly,t,no_change
S-a76521,A-eb7c38,2024-12-04,,Basic,33,627,7524,f,f,f,annual,t,no_change
S-0ab9fb,A-05f0e5,2024-10-22,,Pro,65,3185,38220,f,f,f,annual,t,no_change
S-afc43d,A-02cd81,2024-08-25,,Basic,44,836,10032,f,f,f,annual,f,no_change
S-b6e44c,A-019782,2023-10-26,,Basic,11,209,2508,f,f,f,annual,f,no_change
S-6a8046,A-f97b9a,2023-12-26,,Enterprise,19,3781,45372,f,f,f,monthly,t,no_change
S-a3cbd4,A-42e5e1,2024-08-01,2024-08-14,Enterprise,20,3980,47760,f,f,f,monthly,t,no_change
S-f74e00,A-8ae05d,2024-12-02,,Pro,86,4214,50568,f,f,f,monthly,t,no_change
S-c2eeba,A-65aeb5,2024-02-02,,Basic,9,171,2052,f,f,f,monthly,f,no_change
S-371662,A-bad8c1,2023-06-12,,Pro,54,2646,31752,f,f,f,monthly,t,no_change
S-8ebe58,A-cea1f0,2024-06-09,,Pro,8,0,0,t,f,f,annual,t,no_change
S-6102fe,A-cb5333,2024-06-25,,Basic,33,0,0,t,f,f,monthly,f,no_change
S-6676fa,A-7df7a7,2023-02-05,,Pro,7,343,4116,f,f,t,monthly,t,downgrade
S-2b550a,A-c7ffc2,2023-11-01,,Enterprise,30,5970,71640,f,t,f,monthly,t,upgrade
S-c48d0d,A-3ce5b8,2024-05-22,,Basic,37,703,8436,f,f,f,annual,t,no_change
S-7fca0e,A-5b4ebb,2024-08-21,,Basic,52,988,11856,f,f,f,annual,t,no_change
S-5d343c,A-9208f0,2023-09-23,,Basic,25,475,5700,f,f,f,annual,t,no_change
S-76b176,A-6da850,2024-11-10,2024-12-09,Pro,8,392,4704,f,f,f,monthly,f,no_change
S-e746d2,A-977ca0,2023-08-18,,Enterprise,91,18109,217308,f,f,f,monthly,t,no_change
S-7b896c,A-ffdfd5,2024-08-18,,Basic,30,570,6840,f,f,f,monthly,t,no_change
S-c9a968,A-bad8c1,2024-03-21,,Basic,8,152,1824,f,f,f,monthly,t,no_change
S-f4b648,A-8ae05d,2024-11-27,2024-12-28,Enterprise,86,17114,205368,f,f,f,annual,t,no_change
S-f4a3ac,A-1f7acb,2024-09-22,,Enterprise,64,12736,152832,f,f,f,annual,t,no_change
S-42671b,A-118f1c,2024-12-11,,Enterprise,32,6368,76416,f,f,f,annual,t,no_change
S-88cc86,A-80eeb6,2024-12-20,2024-12-31,Enterprise,22,4378,52536,f,f,f,annual,t,no_change
S-02b754,A-3b37d9,2023-10-11,,Enterprise,23,4577,54924,f,f,f,annual,f,no_change
S-7826c1,A-157070,2024-07-23,,Pro,18,882,10584,f,f,f,monthly,t,no_change
S-45c2cf,A-7920cc,2023-12-11,,Basic,39,741,8892,f,f,f,monthly,t,no_change
S-df819a,A-ffc04f,2024-09-08,,Pro,20,980,11760,f,f,f,monthly,f,no_change
S-983266,A-dcc2f0,2024-09-16,2024-11-03,Pro,15,735,8820,f,f,f,annual,t,no_change
S-16dfaf,A-8e47ca,2024-02-27,,Pro,19,931,11172,f,f,f,annual,t,no_change
S-f77847,A-186a44,2023-08-23,,Basic,20,380,4560,f,f,t,annual,t,downgrade
S-1053c9,A-69b156,2024-10-12,,Basic,14,266,3192,f,f,f,annual,t,no_change
S-8eae4e,A-db5e9e,2024-12-16,,Enterprise,16,3184,38208,f,f,f,monthly,t,no_change
S-bf39f7,A-3793ee,2024-01-24,,Pro,49,2401,28812,f,f,f,monthly,t,no_change
S-a4142f,A-a8b49c,2023-10-14,,Basic,7,133,1596,f,f,f,annual,t,no_change
S-e6dee4,A-029f69,2024-11-11,,Pro,3,147,1764,f,f,f,annual,t,no_change
S-b76ba6,A-d4ac0e,2024-12-14,,Pro,18,882,10584,f,f,f,monthly,t,no_change
S-5a94f7,A-328bd0,2023-09-26,,Pro,33,1617,19404,f,f,f,monthly,t,no_change
S-61afee,A-7df7a7,2023-06-26,,Enterprise,45,8955,107460,f,f,f,monthly,f,no_change
S-2a73e2,A-10b8f2,2024-01-29,,Basic,47,893,10716,f,f,f,annual,f,no_change
S-e0075b,A-b3fe05,2024-09-03,,Enterprise,17,3383,40596,f,f,f,annual,t,no_change
S-5bbb53,A-1b7577,2024-12-03,,Pro,4,196,2352,f,f,f,annual,t,no_change
S-65731a,A-684255,2024-12-15,2024-12-26,Basic,9,0,0,t,f,t,annual,t,downgrade
S-2d5c04,A-503d5a,2024-03-27,,Enterprise,5,995,11940,f,f,f,monthly,t,no_change
S-34253c,A-1b9609,2023-12-02,,Basic,18,342,4104,f,f,f,annual,f,no_change
S-d18856,A-396e5f,2024-10-05,,Enterprise,6,1194,14328,f,f,f,monthly,t,no_change
S-e6b450,A-eb1312,2024-11-21,,Pro,25,1225,14700,f,f,f,monthly,t,no_change
S-0d8cfd,A-4ae22a,2024-08-20,,Pro,6,294,3528,f,f,f,annual,t,no_change
S-86e45a,A-56962b,2024-09-23,,Pro,163,7987,95844,f,f,f,annual,t,no_change
S-dcae52,A-00cac8,2024-10-29,,Enterprise,20,3980,47760,f,f,f,monthly,t,no_change
S-17bbdd,A-bcbe98,2024-11-18,,Pro,46,2254,27048,f,f,f,annual,t,no_change
S-f24690,A-756192,2024-11-18,,Basic,19,361,4332,f,f,f,monthly,t,no_change
S-9a3e85,A-8ae3fc,2024-08-06,,Pro,21,1029,12348,f,f,f,annual,t,no_change
S-1c2a4a,A-b7b7b7,2024-12-29,,Pro,24,1176,14112,f,f,f,annual,t,no_change
S-c37ee1,A-9174e0,2024-12-08,,Basic,60,1140,13680,f,f,f,monthly,t,no_change
S-4ebd94,A-c62e55,2024-03-07,,Pro,24,1176,14112,f,f,f,annual,t,no_change
S-61797c,A-ad296b,2024-07-25,,Basic,38,722,8664,f,f,f,annual,t,no_change
S-f8d0a2,A-a0ca4e,2024-05-15,,Basic,11,209,2508,f,f,f,annual,f,no_change
S-d0eeb2,A-fce879,2024-10-18,,Pro,45,0,0,t,f,t,monthly,t,downgrade
S-10fc7d,A-cab532,2024-10-14,,Enterprise,11,2189,26268,f,t,f,annual,t,upgrade
S-c249fb,A-cc98bc,2023-12-25,,Basic,32,608,7296,f,f,f,monthly,t,no_change
S-c86492,A-c43359,2024-11-18,,Pro,38,1862,22344,f,f,f,annual,t,no_change
S-1be7c5,A-80eeb6,2023-07-15,2024-11-05,Basic,34,646,7752,f,f,f,monthly,t,no_change
S-86bcda,A-4a4c2d,2024-09-18,,Basic,54,1026,12312,f,t,f,monthly,f,upgrade
S-ee956d,A-96bbc6,2024-09-01,,Pro,39,1911,22932,f,f,f,annual,t,no_change
S-404132,A-39ddf4,2024-12-20,2024-12-29,Pro,40,1960,23520,f,f,f,annual,t,no_change
S-4d5ab5,A-df1e44,2024-08-08,,Enterprise,12,2388,28656,f,f,f,monthly,f,no_change
S-e5d9a4,A-09316c,2024-12-07,,Enterprise,70,13930,167160,f,t,f,annual,t,upgrade
S-3684d3,A-7920cc,2024-09-22,,Basic,39,741,8892,f,f,f,monthly,t,no_change
S-cce4fc,A-659280,2023-11-28,,Pro,13,637,7644,f,f,f,annual,t,no_change
S-3cae45,A-c16101,2024-10-18,,Enterprise,7,1393,16716,f,f,f,annual,t,no_change
S-82b11e,A-0651a4,2024-12-06,,Basic,21,399,4788,f,f,f,annual,t,no_change
S-23d18f,A-ad3abd,2023-11-21,2024-02-04,Basic,44,0,0,t,f,f,monthly,t,no_change
